,Premise 1,Premise 2,Premise 3,Conclusion,participant_id,Domain,Similarity,Normalized Similarity
90442,sole,,,anchovy,131,Fish,0.7,1.1407025083695848
90443,whale,,,anchovy,131,Fish,0.3,-0.4548620230333452
90444,salmon,,,anchovy,131,Fish,0.45,0.1434746762427536
90445,swordfish,,,anchovy,131,Fish,0.1,-1.2526442887348102
90446,trout,,,dolphin,131,Fish,0.3,-0.4548620230333452
90447,goldfish,,,dolphin,131,Fish,0.3,-0.4548620230333452
90448,shark,,,dolphin,131,Fish,0.75,1.3401480747949512
90449,herring,,,dolphin,131,Fish,0.3,-0.4548620230333452
90450,squid,,,dolphin,131,Fish,0.1,-1.2526442887348102
90451,dolphin,,,cod,131,Fish,0.25,-0.6543075894587115
90452,dolphin,,,carp,131,Fish,0.45,0.1434746762427536
90453,orca,,,dolphin,131,Fish,0.9,1.93848477407105
90454,eel,,,dolphin,131,Fish,0.5,0.3429202426681199
90455,piranha,,,dolphin,131,Fish,0.15,-1.053198722309444
90456,plaice,,,dolphin,131,Fish,0.3,-0.4548620230333452
90457,flatfish,,,dolphin,131,Fish,0.5,0.3429202426681199
90458,sperm whale,,,dolphin,131,Fish,0.8,1.5395936412203175
90459,ray,,,dolphin,131,Fish,0.35,-0.255416456607979
90460,sardine,,,dolphin,131,Fish,0.15,-1.053198722309444
90461,pike,,,dolphin,131,Fish,0.6,0.7418113755188523
90462,stickleback,,,dolphin,131,Fish,0.5,0.3429202426681199
90463,sole,,,dolphin,131,Fish,0.3,-0.4548620230333452
90464,whale,,,dolphin,131,Fish,0.75,1.3401480747949512
90465,salmon,,,dolphin,131,Fish,0.5,0.3429202426681199
90466,swordfish,,,dolphin,131,Fish,0.45,0.1434746762427536
90467,trout,,,goldfish,131,Fish,0.3,-0.4548620230333452
90468,trout,,,shark,131,Fish,0.45,0.1434746762427536
90469,trout,,,herring,131,Fish,0.6,0.7418113755188523
90470,trout,,,squid,131,Fish,0.1,-1.2526442887348102
90471,trout,,,cod,131,Fish,0.7,1.1407025083695848
90472,trout,,,carp,131,Fish,0.5,0.3429202426681199
90473,trout,,,orca,131,Fish,0.2,-0.8537531558840776
90474,trout,,,eel,131,Fish,0.9,1.93848477407105
90475,trout,,,piranha,131,Fish,0.15,-1.053198722309444
90476,trout,,,plaice,131,Fish,0.75,1.3401480747949512
90477,trout,,,flatfish,131,Fish,0.7,1.1407025083695848
90478,trout,,,sperm whale,131,Fish,0.15,-1.053198722309444
90479,trout,,,ray,131,Fish,0.9,1.93848477407105
90480,trout,,,sardine,131,Fish,0.3,-0.4548620230333452
90481,trout,,,pike,131,Fish,0.8,1.5395936412203175
90482,trout,,,stickleback,131,Fish,0.65,0.9412569419442188
90483,trout,,,sole,131,Fish,0.75,1.3401480747949512
90484,whale,,,trout,131,Fish,0.15,-1.053198722309444
90485,trout,,,salmon,131,Fish,0.9,1.93848477407105
90486,trout,,,swordfish,131,Fish,0.5,0.3429202426681199
90487,shark,,,goldfish,131,Fish,0.15,-1.053198722309444
90488,herring,,,goldfish,131,Fish,0.35,-0.255416456607979
90489,squid,,,goldfish,131,Fish,0.1,-1.2526442887348102
90490,goldfish,,,cod,131,Fish,0.5,0.3429202426681199
90491,goldfish,,,carp,131,Fish,0.7,1.1407025083695848
90492,orca,,,goldfish,131,Fish,0.2,-0.8537531558840776
90493,goldfish,,,eel,131,Fish,0.3,-0.4548620230333452
90494,piranha,,,goldfish,131,Fish,0.5,0.3429202426681199
90495,plaice,,,goldfish,131,Fish,0.3,-0.4548620230333452
90496,goldfish,,,flatfish,131,Fish,0.4,-0.0559708901826125
90497,sperm whale,,,goldfish,131,Fish,0.1,-1.2526442887348102
90498,ray,,,goldfish,131,Fish,0.2,-0.8537531558840776
90499,sardine,,,goldfish,131,Fish,0.6,0.7418113755188523
90500,pike,,,goldfish,131,Fish,0.75,1.3401480747949512
90501,stickleback,,,goldfish,131,Fish,0.75,1.3401480747949512
90502,sole,,,goldfish,131,Fish,0.3,-0.4548620230333452
90503,whale,,,goldfish,131,Fish,0.5,0.3429202426681199
90504,salmon,,,goldfish,131,Fish,0.15,-1.053198722309444
90505,swordfish,,,goldfish,131,Fish,0.1,-1.2526442887348102
90506,shark,,,herring,131,Fish,0.3,-0.4548620230333452
90507,squid,,,shark,131,Fish,0.1,-1.2526442887348102
90508,shark,,,cod,131,Fish,0.75,1.3401480747949512
90509,shark,,,carp,131,Fish,0.1,-1.2526442887348102
90510,shark,,,orca,131,Fish,0.9,1.93848477407105
90511,shark,,,eel,131,Fish,0.3,-0.4548620230333452
90512,shark,,,piranha,131,Fish,0.15,-1.053198722309444
90513,shark,,,plaice,131,Fish,0.3,-0.4548620230333452
90514,shark,,,flatfish,131,Fish,0.7,1.1407025083695848
90515,sperm whale,,,shark,131,Fish,0.75,1.3401480747949512
90516,shark,,,ray,131,Fish,0.6,0.7418113755188523
90517,shark,,,sardine,131,Fish,0.1,-1.2526442887348102
90518,shark,,,pike,131,Fish,0.75,1.3401480747949512
90519,stickleback,,,shark,131,Fish,0.3,-0.4548620230333452
90520,sole,,,shark,131,Fish,0.15,-1.053198722309444
90521,whale,,,shark,131,Fish,0.75,1.3401480747949512
90522,shark,,,salmon,131,Fish,0.15,-1.053198722309444
90523,swordfish,,,shark,131,Fish,0.9,1.93848477407105
90524,squid,,,herring,131,Fish,0.1,-1.2526442887348102
90525,herring,,,cod,131,Fish,0.75,1.3401480747949512
90526,herring,,,carp,131,Fish,0.75,1.3401480747949512
90527,orca,,,herring,131,Fish,0.3,-0.4548620230333452
90528,herring,,,eel,131,Fish,0.8,1.5395936412203175
90529,piranha,,,herring,131,Fish,0.1,-1.2526442887348102
90530,plaice,,,herring,131,Fish,0.75,1.3401480747949512
90531,herring,,,flatfish,131,Fish,0.8,1.5395936412203175
90532,sperm whale,,,herring,131,Fish,0.2,-0.8537531558840776
90533,ray,,,herring,131,Fish,0.75,1.3401480747949512
90534,sardine,,,herring,131,Fish,0.45,0.1434746762427536
90535,pike,,,herring,131,Fish,0.5,0.3429202426681199
90536,stickleback,,,herring,131,Fish,0.5,0.3429202426681199
90537,sole,,,herring,131,Fish,0.75,1.3401480747949512
90538,whale,,,herring,131,Fish,0.3,-0.4548620230333452
90539,salmon,,,herring,131,Fish,0.9,1.93848477407105
90540,swordfish,,,herring,131,Fish,0.75,1.3401480747949512
90541,squid,,,cod,131,Fish,0.1,-1.2526442887348102
90542,squid,,,carp,131,Fish,0.1,-1.2526442887348102
90543,squid,,,orca,131,Fish,0.1,-1.2526442887348102
90544,squid,,,eel,131,Fish,0.3,-0.4548620230333452
90545,squid,,,piranha,131,Fish,0.1,-1.2526442887348102
90546,squid,,,plaice,131,Fish,0.1,-1.2526442887348102
90547,squid,,,flatfish,131,Fish,0.1,-1.2526442887348102
90548,squid,,,sperm whale,131,Fish,0.2,-0.8537531558840776
90549,squid,,,ray,131,Fish,0.1,-1.2526442887348102
90550,squid,,,sardine,131,Fish,0.05,-1.4520898551601766
90551,squid,,,pike,131,Fish,0.05,-1.4520898551601766
90552,stickleback,,,squid,131,Fish,0.1,-1.2526442887348102
90553,squid,,,sole,131,Fish,0.1,-1.2526442887348102
90554,whale,,,squid,131,Fish,0.1,-1.2526442887348102
90555,squid,,,salmon,131,Fish,0.25,-0.6543075894587115
90556,swordfish,,,squid,131,Fish,0.1,-1.2526442887348102
90557,cod,,,carp,131,Fish,0.75,1.3401480747949512
90558,orca,,,cod,131,Fish,0.4,-0.0559708901826125
90559,eel,,,cod,131,Fish,0.75,1.3401480747949512
90560,piranha,,,cod,131,Fish,0.15,-1.053198722309444
90561,plaice,,,cod,131,Fish,0.75,1.3401480747949512
90562,flatfish,,,cod,131,Fish,0.75,1.3401480747949512
90563,sperm whale,,,cod,131,Fish,0.3,-0.4548620230333452
90564,ray,,,cod,131,Fish,0.3,-0.4548620230333452
90565,sardine,,,cod,131,Fish,0.75,1.3401480747949512
90566,pike,,,cod,131,Fish,0.5,0.3429202426681199
90567,stickleback,,,cod,131,Fish,0.75,1.3401480747949512
90568,sole,,,cod,131,Fish,0.3,-0.4548620230333452
90569,whale,,,cod,131,Fish,0.5,0.3429202426681199
90570,salmon,,,cod,131,Fish,0.9,1.93848477407105
90571,swordfish,,,cod,131,Fish,0.3,-0.4548620230333452
90572,orca,,,carp,131,Fish,0.25,-0.6543075894587115
90573,eel,,,carp,131,Fish,0.75,1.3401480747949512
90574,piranha,,,carp,131,Fish,0.5,0.3429202426681199
90575,plaice,,,carp,131,Fish,0.15,-1.053198722309444
90576,flatfish,,,carp,131,Fish,0.5,0.3429202426681199
90577,sperm whale,,,carp,131,Fish,0.3,-0.4548620230333452
90578,ray,,,carp,131,Fish,0.3,-0.4548620230333452
90579,sardine,,,carp,131,Fish,0.6,0.7418113755188523
90580,pike,,,carp,131,Fish,0.6,0.7418113755188523
90581,stickleback,,,carp,131,Fish,0.5,0.3429202426681199
90582,sole,,,carp,131,Fish,0.2,-0.8537531558840776
90583,whale,,,carp,131,Fish,0.1,-1.2526442887348102
90584,salmon,,,carp,131,Fish,0.8,1.5395936412203175
90585,swordfish,,,carp,131,Fish,0.4,-0.0559708901826125
90586,orca,,,eel,131,Fish,0.2,-0.8537531558840776
90587,piranha,,,orca,131,Fish,0.1,-1.2526442887348102
90588,plaice,,,orca,131,Fish,0.1,-1.2526442887348102
90589,orca,,,flatfish,131,Fish,0.15,-1.053198722309444
90590,sperm whale,,,orca,131,Fish,0.9,1.93848477407105
90591,ray,,,orca,131,Fish,0.1,-1.2526442887348102
90592,sardine,,,orca,131,Fish,0.3,-0.4548620230333452
90593,pike,,,orca,131,Fish,0.35,-0.255416456607979
90594,stickleback,,,orca,131,Fish,0.15,-1.053198722309444
90595,sole,,,orca,131,Fish,0.15,-1.053198722309444
90596,whale,,,orca,131,Fish,0.9,1.93848477407105
90597,salmon,,,orca,131,Fish,0.3,-0.4548620230333452
90598,swordfish,,,orca,131,Fish,0.75,1.3401480747949512
90599,piranha,,,eel,131,Fish,0.15,-1.053198722309444
90600,plaice,,,eel,131,Fish,0.2,-0.8537531558840776
90601,flatfish,,,eel,131,Fish,0.3,-0.4548620230333452
90602,sperm whale,,,eel,131,Fish,0.1,-1.2526442887348102
90603,ray,,,eel,131,Fish,0.5,0.3429202426681199
90604,sardine,,,eel,131,Fish,0.75,1.3401480747949512
90605,pike,,,eel,131,Fish,0.3,-0.4548620230333452
90606,stickleback,,,eel,131,Fish,0.75,1.3401480747949512
90607,sole,,,eel,131,Fish,0.75,1.3401480747949512
90608,whale,,,eel,131,Fish,0.3,-0.4548620230333452
90609,salmon,,,eel,131,Fish,0.75,1.3401480747949512
90610,swordfish,,,eel,131,Fish,0.1,-1.2526442887348102
90611,plaice,,,piranha,131,Fish,0.15,-1.053198722309444
90612,piranha,,,flatfish,131,Fish,0.15,-1.053198722309444
90613,sperm whale,,,piranha,131,Fish,0.3,-0.4548620230333452
90614,ray,,,piranha,131,Fish,0.2,-0.8537531558840776
90615,sardine,,,piranha,131,Fish,0.5,0.3429202426681199
90616,piranha,,,pike,131,Fish,0.2,-0.8537531558840776
90617,stickleback,,,piranha,131,Fish,0.25,-0.6543075894587115
90618,sole,,,piranha,131,Fish,0.15,-1.053198722309444
90619,whale,,,piranha,131,Fish,0.7,1.1407025083695848
90620,salmon,,,piranha,131,Fish,0.15,-1.053198722309444
90621,swordfish,,,piranha,131,Fish,0.05,-1.4520898551601766
90622,plaice,,,flatfish,131,Fish,0.7,1.1407025083695848
90623,sperm whale,,,plaice,131,Fish,0.15,-1.053198722309444
90624,ray,,,plaice,131,Fish,0.3,-0.4548620230333452
90625,sardine,,,plaice,131,Fish,0.6,0.7418113755188523
90626,plaice,,,pike,131,Fish,0.6,0.7418113755188523
90627,stickleback,,,plaice,131,Fish,0.15,-1.053198722309444
90628,sole,,,plaice,131,Fish,0.3,-0.4548620230333452
90629,whale,,,plaice,131,Fish,0.15,-1.053198722309444
90630,salmon,,,plaice,131,Fish,0.8,1.5395936412203175
90631,swordfish,,,plaice,131,Fish,0.3,-0.4548620230333452
90632,sperm whale,,,flatfish,131,Fish,0.45,0.1434746762427536
90633,ray,,,flatfish,131,Fish,0.5,0.3429202426681199
90634,sardine,,,flatfish,131,Fish,0.45,0.1434746762427536
90635,pike,,,flatfish,131,Fish,0.3,-0.4548620230333452
90636,stickleback,,,flatfish,131,Fish,0.65,0.9412569419442188
90637,sole,,,flatfish,131,Fish,0.75,1.3401480747949512
90638,whale,,,flatfish,131,Fish,0.3,-0.4548620230333452
90639,salmon,,,flatfish,131,Fish,0.5,0.3429202426681199
90640,swordfish,,,flatfish,131,Fish,0.7,1.1407025083695848
90641,sperm whale,,,ray,131,Fish,0.35,-0.255416456607979
90642,sperm whale,,,sardine,131,Fish,0.15,-1.053198722309444
90643,sperm whale,,,pike,131,Fish,0.3,-0.4548620230333452
90644,stickleback,,,sperm whale,131,Fish,0.65,0.9412569419442188
90645,sperm whale,,,sole,131,Fish,0.25,-0.6543075894587115
90646,whale,,,sperm whale,131,Fish,0.9,1.93848477407105
90647,sperm whale,,,salmon,131,Fish,0.3,-0.4548620230333452
90648,swordfish,,,sperm whale,131,Fish,0.6,0.7418113755188523
90649,sardine,,,ray,131,Fish,0.5,0.3429202426681199
90650,ray,,,pike,131,Fish,0.45,0.1434746762427536
90651,stickleback,,,ray,131,Fish,0.5,0.3429202426681199
90652,sole,,,ray,131,Fish,0.7,1.1407025083695848
90653,whale,,,ray,131,Fish,0.55,0.5423658090934863
90654,salmon,,,ray,131,Fish,0.8,1.5395936412203175
90655,swordfish,,,ray,131,Fish,0.4,-0.0559708901826125
90656,sardine,,,pike,131,Fish,0.65,0.9412569419442188
90657,stickleback,,,sardine,131,Fish,0.45,0.1434746762427536
90658,sole,,,sardine,131,Fish,0.45,0.1434746762427536
90659,whale,,,sardine,131,Fish,0.2,-0.8537531558840776
90660,sardine,,,salmon,131,Fish,0.25,-0.6543075894587115
90661,swordfish,,,sardine,131,Fish,0.05,-1.4520898551601766
90662,stickleback,,,pike,131,Fish,0.25,-0.6543075894587115
90663,sole,,,pike,131,Fish,0.65,0.9412569419442188
90664,whale,,,pike,131,Fish,0.3,-0.4548620230333452
90665,salmon,,,pike,131,Fish,0.2,-0.8537531558840776
90666,swordfish,,,pike,131,Fish,0.3,-0.4548620230333452
90667,stickleback,,,sole,131,Fish,0.5,0.3429202426681199
90668,whale,,,stickleback,131,Fish,0.2,-0.8537531558840776
90669,stickleback,,,salmon,131,Fish,0.6,0.7418113755188523
90670,swordfish,,,stickleback,131,Fish,0.5,0.3429202426681199
90671,whale,,,sole,131,Fish,0.1,-1.2526442887348102
90672,sole,,,salmon,131,Fish,0.6,0.7418113755188523
90673,swordfish,,,sole,131,Fish,0.75,1.3401480747949512
90674,whale,,,salmon,131,Fish,0.2,-0.8537531558840776
90675,whale,,,swordfish,131,Fish,0.15,-1.053198722309444
90676,swordfish,,,salmon,131,Fish,0.3,-0.4548620230333452
90677,dolphin,,,anchovy,132,Fish,0.15,-0.7032323684698581
90678,trout,,,anchovy,132,Fish,0.75,1.4085514798728616
90679,goldfish,,,anchovy,132,Fish,0.1,-0.8792143558317514
90680,shark,,,anchovy,132,Fish,0.4,0.1766775683396084
90681,herring,,,anchovy,132,Fish,0.8,1.5845334672347549
90682,squid,,,anchovy,132,Fish,0.25,-0.3512683937460715
90683,cod,,,anchovy,132,Fish,0.75,1.4085514798728616
90684,carp,,,anchovy,132,Fish,0.45,0.3526595557015017
90685,orca,,,anchovy,132,Fish,0.15,-0.7032323684698581
90686,eel,,,anchovy,132,Fish,0.85,1.760515454596648
90687,piranha,,,anchovy,132,Fish,-0.05,-1.4071603179174312
90688,plaice,,,anchovy,132,Fish,0.75,1.4085514798728616
90689,flatfish,,,anchovy,132,Fish,0.85,1.760515454596648
90690,sperm whale,,,anchovy,132,Fish,0.1,-0.8792143558317514
90691,ray,,,anchovy,132,Fish,0.7,1.232569492510968
90692,sardine,,,anchovy,132,Fish,0.7,1.232569492510968
90693,pike,,,anchovy,132,Fish,0.8,1.5845334672347549
90694,stickleback,,,anchovy,132,Fish,0.8,1.5845334672347549
90695,sole,,,anchovy,132,Fish,0.5,0.528641543063395
90696,whale,,,anchovy,132,Fish,0.35,0.0006955809777149
90697,salmon,,,anchovy,132,Fish,0.5,0.528641543063395
90698,swordfish,,,anchovy,132,Fish,0.2,-0.5272503811079647
90699,trout,,,dolphin,132,Fish,0.4,0.1766775683396084
90700,goldfish,,,dolphin,132,Fish,0.05,-1.0551963431936449
90701,shark,,,dolphin,132,Fish,0.8,1.5845334672347549
90702,herring,,,dolphin,132,Fish,0.1,-0.8792143558317514
90703,squid,,,dolphin,132,Fish,0.25,-0.3512683937460715
90704,dolphin,,,cod,132,Fish,0.05,-1.0551963431936449
90705,dolphin,,,carp,132,Fish,0.65,1.056587505149075
90706,orca,,,dolphin,132,Fish,0.15,-0.7032323684698581
90707,eel,,,dolphin,132,Fish,0.35,0.0006955809777149
90708,piranha,,,dolphin,132,Fish,-0.05,-1.4071603179174312
90709,plaice,,,dolphin,132,Fish,0.4,0.1766775683396084
90710,flatfish,,,dolphin,132,Fish,0.05,-1.0551963431936449
90711,sperm whale,,,dolphin,132,Fish,0.15,-0.7032323684698581
90712,ray,,,dolphin,132,Fish,0.2,-0.5272503811079647
90713,sardine,,,dolphin,132,Fish,0.05,-1.0551963431936449
90714,pike,,,dolphin,132,Fish,0.15,-0.7032323684698581
90715,stickleback,,,dolphin,132,Fish,0.05,-1.0551963431936449
90716,sole,,,dolphin,132,Fish,0.05,-1.0551963431936449
90717,whale,,,dolphin,132,Fish,0.5,0.528641543063395
90718,salmon,,,dolphin,132,Fish,0.05,-1.0551963431936449
90719,swordfish,,,dolphin,132,Fish,0.25,-0.3512683937460715
90720,trout,,,goldfish,132,Fish,0.1,-0.8792143558317514
90721,trout,,,shark,132,Fish,0.25,-0.3512683937460715
90722,trout,,,herring,132,Fish,0.3,-0.1752864063841782
90723,trout,,,squid,132,Fish,0.4,0.1766775683396084
90724,trout,,,cod,132,Fish,0.4,0.1766775683396084
90725,trout,,,carp,132,Fish,0.5,0.528641543063395
90726,trout,,,orca,132,Fish,0.15,-0.7032323684698581
90727,trout,,,eel,132,Fish,0.75,1.4085514798728616
90728,trout,,,piranha,132,Fish,-0.05,-1.4071603179174312
90729,trout,,,plaice,132,Fish,0.75,1.4085514798728616
90730,trout,,,flatfish,132,Fish,0.6,0.8806055177871814
90731,trout,,,sperm whale,132,Fish,0.25,-0.3512683937460715
90732,trout,,,ray,132,Fish,0.75,1.4085514798728616
90733,trout,,,sardine,132,Fish,0.3,-0.1752864063841782
90734,trout,,,pike,132,Fish,0.25,-0.3512683937460715
90735,trout,,,stickleback,132,Fish,0.6,0.8806055177871814
90736,trout,,,sole,132,Fish,0.85,1.760515454596648
90737,whale,,,trout,132,Fish,0.65,1.056587505149075
90738,trout,,,salmon,132,Fish,0.5,0.528641543063395
90739,trout,,,swordfish,132,Fish,0.2,-0.5272503811079647
90740,shark,,,goldfish,132,Fish,0.05,-1.0551963431936449
90741,herring,,,goldfish,132,Fish,0.1,-0.8792143558317514
90742,squid,,,goldfish,132,Fish,0.05,-1.0551963431936449
90743,goldfish,,,cod,132,Fish,0.05,-1.0551963431936449
90744,goldfish,,,carp,132,Fish,0.15,-0.7032323684698581
90745,orca,,,goldfish,132,Fish,0.05,-1.0551963431936449
90746,goldfish,,,eel,132,Fish,0.05,-1.0551963431936449
90747,piranha,,,goldfish,132,Fish,-0.05,-1.4071603179174312
90748,plaice,,,goldfish,132,Fish,0.1,-0.8792143558317514
90749,goldfish,,,flatfish,132,Fish,0.05,-1.0551963431936449
90750,sperm whale,,,goldfish,132,Fish,0.1,-0.8792143558317514
90751,ray,,,goldfish,132,Fish,0.1,-0.8792143558317514
90752,sardine,,,goldfish,132,Fish,0.05,-1.0551963431936449
90753,pike,,,goldfish,132,Fish,0.05,-1.0551963431936449
90754,stickleback,,,goldfish,132,Fish,0.05,-1.0551963431936449
90755,sole,,,goldfish,132,Fish,0.05,-1.0551963431936449
90756,whale,,,goldfish,132,Fish,0.2,-0.5272503811079647
90757,salmon,,,goldfish,132,Fish,0.1,-0.8792143558317514
90758,swordfish,,,goldfish,132,Fish,0.05,-1.0551963431936449
90759,shark,,,herring,132,Fish,0.3,-0.1752864063841782
90760,squid,,,shark,132,Fish,0.2,-0.5272503811079647
90761,shark,,,cod,132,Fish,0.25,-0.3512683937460715
90762,shark,,,carp,132,Fish,0.35,0.0006955809777149
90763,shark,,,orca,132,Fish,0.75,1.4085514798728616
90764,shark,,,eel,132,Fish,0.15,-0.7032323684698581
90765,shark,,,piranha,132,Fish,-0.05,-1.4071603179174312
90766,shark,,,plaice,132,Fish,0.15,-0.7032323684698581
90767,shark,,,flatfish,132,Fish,0.15,-0.7032323684698581
90768,sperm whale,,,shark,132,Fish,0.75,1.4085514798728616
90769,shark,,,ray,132,Fish,0.05,-1.0551963431936449
90770,shark,,,sardine,132,Fish,0.1,-0.8792143558317514
90771,shark,,,pike,132,Fish,0.7,1.232569492510968
90772,stickleback,,,shark,132,Fish,0.45,0.3526595557015017
90773,sole,,,shark,132,Fish,0.1,-0.8792143558317514
90774,whale,,,shark,132,Fish,0.75,1.4085514798728616
90775,shark,,,salmon,132,Fish,0.15,-0.7032323684698581
90776,swordfish,,,shark,132,Fish,0.6,0.8806055177871814
90777,squid,,,herring,132,Fish,0.25,-0.3512683937460715
90778,herring,,,cod,132,Fish,0.6,0.8806055177871814
90779,herring,,,carp,132,Fish,0.45,0.3526595557015017
90780,orca,,,herring,132,Fish,0.15,-0.7032323684698581
90781,herring,,,eel,132,Fish,0.9,1.9364974419585408
90782,piranha,,,herring,132,Fish,-0.05,-1.4071603179174312
90783,plaice,,,herring,132,Fish,0.35,0.0006955809777149
90784,herring,,,flatfish,132,Fish,0.5,0.528641543063395
90785,sperm whale,,,herring,132,Fish,0.1,-0.8792143558317514
90786,ray,,,herring,132,Fish,0.65,1.056587505149075
90787,sardine,,,herring,132,Fish,0.6,0.8806055177871814
90788,pike,,,herring,132,Fish,0.7,1.232569492510968
90789,stickleback,,,herring,132,Fish,0.6,0.8806055177871814
90790,sole,,,herring,132,Fish,0.7,1.232569492510968
90791,whale,,,herring,132,Fish,0.2,-0.5272503811079647
90792,salmon,,,herring,132,Fish,0.65,1.056587505149075
90793,swordfish,,,herring,132,Fish,0.3,-0.1752864063841782
90794,squid,,,cod,132,Fish,0.3,-0.1752864063841782
90795,squid,,,carp,132,Fish,0.2,-0.5272503811079647
90796,squid,,,orca,132,Fish,0.15,-0.7032323684698581
90797,squid,,,eel,132,Fish,0.2,-0.5272503811079647
90798,squid,,,piranha,132,Fish,-0.05,-1.4071603179174312
90799,squid,,,plaice,132,Fish,0.75,1.4085514798728616
90800,squid,,,flatfish,132,Fish,0.2,-0.5272503811079647
90801,squid,,,sperm whale,132,Fish,0.5,0.528641543063395
90802,squid,,,ray,132,Fish,0.25,-0.3512683937460715
90803,squid,,,sardine,132,Fish,0.6,0.8806055177871814
90804,squid,,,pike,132,Fish,0.75,1.4085514798728616
90805,stickleback,,,squid,132,Fish,0.2,-0.5272503811079647
90806,squid,,,sole,132,Fish,0.4,0.1766775683396084
90807,whale,,,squid,132,Fish,0.25,-0.3512683937460715
90808,squid,,,salmon,132,Fish,0.15,-0.7032323684698581
90809,swordfish,,,squid,132,Fish,0.3,-0.1752864063841782
90810,cod,,,carp,132,Fish,0.3,-0.1752864063841782
90811,orca,,,cod,132,Fish,0.2,-0.5272503811079647
90812,eel,,,cod,132,Fish,0.8,1.5845334672347549
90813,piranha,,,cod,132,Fish,-0.05,-1.4071603179174312
90814,plaice,,,cod,132,Fish,0.75,1.4085514798728616
90815,flatfish,,,cod,132,Fish,0.25,-0.3512683937460715
90816,sperm whale,,,cod,132,Fish,0.1,-0.8792143558317514
90817,ray,,,cod,132,Fish,0.6,0.8806055177871814
90818,sardine,,,cod,132,Fish,0.75,1.4085514798728616
90819,pike,,,cod,132,Fish,0.75,1.4085514798728616
90820,stickleback,,,cod,132,Fish,0.6,0.8806055177871814
90821,sole,,,cod,132,Fish,0.6,0.8806055177871814
90822,whale,,,cod,132,Fish,0.25,-0.3512683937460715
90823,salmon,,,cod,132,Fish,0.75,1.4085514798728616
90824,swordfish,,,cod,132,Fish,0.65,1.056587505149075
90825,orca,,,carp,132,Fish,0.4,0.1766775683396084
90826,eel,,,carp,132,Fish,0.75,1.4085514798728616
90827,piranha,,,carp,132,Fish,-0.05,-1.4071603179174312
90828,plaice,,,carp,132,Fish,0.55,0.7046235304252885
90829,flatfish,,,carp,132,Fish,0.3,-0.1752864063841782
90830,sperm whale,,,carp,132,Fish,0.4,0.1766775683396084
90831,ray,,,carp,132,Fish,-0.05,-1.4071603179174312
90832,sardine,,,carp,132,Fish,0.5,0.528641543063395
90833,pike,,,carp,132,Fish,0.8,1.5845334672347549
90834,stickleback,,,carp,132,Fish,0.75,1.4085514798728616
90835,sole,,,carp,132,Fish,0.15,-0.7032323684698581
90836,whale,,,carp,132,Fish,0.65,1.056587505149075
90837,salmon,,,carp,132,Fish,0.5,0.528641543063395
90838,swordfish,,,carp,132,Fish,0.7,1.232569492510968
90839,orca,,,eel,132,Fish,0.15,-0.7032323684698581
90840,piranha,,,orca,132,Fish,-0.05,-1.4071603179174312
90841,plaice,,,orca,132,Fish,0.05,-1.0551963431936449
90842,orca,,,flatfish,132,Fish,0.2,-0.5272503811079647
90843,sperm whale,,,orca,132,Fish,0.9,1.9364974419585408
90844,ray,,,orca,132,Fish,0.15,-0.7032323684698581
90845,sardine,,,orca,132,Fish,0.05,-1.0551963431936449
90846,pike,,,orca,132,Fish,0.55,0.7046235304252885
90847,stickleback,,,orca,132,Fish,0.25,-0.3512683937460715
90848,sole,,,orca,132,Fish,0.1,-0.8792143558317514
90849,whale,,,orca,132,Fish,0.6,0.8806055177871814
90850,salmon,,,orca,132,Fish,0.05,-1.0551963431936449
90851,swordfish,,,orca,132,Fish,0.4,0.1766775683396084
90852,piranha,,,eel,132,Fish,-0.05,-1.4071603179174312
90853,plaice,,,eel,132,Fish,0.9,1.9364974419585408
90854,flatfish,,,eel,132,Fish,0.85,1.760515454596648
90855,sperm whale,,,eel,132,Fish,0.75,1.4085514798728616
90856,ray,,,eel,132,Fish,0.8,1.5845334672347549
90857,sardine,,,eel,132,Fish,0.7,1.232569492510968
90858,pike,,,eel,132,Fish,0.75,1.4085514798728616
90859,stickleback,,,eel,132,Fish,0.25,-0.3512683937460715
90860,sole,,,eel,132,Fish,0.8,1.5845334672347549
90861,whale,,,eel,132,Fish,0.3,-0.1752864063841782
90862,salmon,,,eel,132,Fish,0.25,-0.3512683937460715
90863,swordfish,,,eel,132,Fish,0.2,-0.5272503811079647
90864,plaice,,,piranha,132,Fish,-0.05,-1.4071603179174312
90865,piranha,,,flatfish,132,Fish,-0.05,-1.4071603179174312
90866,sperm whale,,,piranha,132,Fish,-0.05,-1.4071603179174312
90867,ray,,,piranha,132,Fish,-0.05,-1.4071603179174312
90868,sardine,,,piranha,132,Fish,-0.05,-1.4071603179174312
90869,piranha,,,pike,132,Fish,-0.05,-1.4071603179174312
90870,stickleback,,,piranha,132,Fish,-0.05,-1.4071603179174312
90871,sole,,,piranha,132,Fish,-0.05,-1.4071603179174312
90872,whale,,,piranha,132,Fish,-0.05,-1.4071603179174312
90873,salmon,,,piranha,132,Fish,-0.05,-1.4071603179174312
90874,swordfish,,,piranha,132,Fish,-0.05,-1.4071603179174312
90875,plaice,,,flatfish,132,Fish,0.9,1.9364974419585408
90876,sperm whale,,,plaice,132,Fish,0.3,-0.1752864063841782
90877,ray,,,plaice,132,Fish,0.8,1.5845334672347549
