,Argument 1-Premise 1,Argument 1-Premise 2,Argument 1-Conclusion,Argument 2-Premise 1,Argument 2-Premise 2,Argument 2-Conclusion,Argument 2 Chosen,participant_id
971,airplane,bat,car,airplane,bat,bee,0,59142b45ef024b0001c54c33
972,chicken,pig,kangaroo,chicken,pig,anchovy,0,59142b45ef024b0001c54c33
973,chicken,cow,kangaroo,chicken,cow,salmon,0,59142b45ef024b0001c54c33
974,horsefly,airplane,van,horsefly,airplane,robin,1,59142b45ef024b0001c54c33
975,turkey,salmon,swan,turkey,salmon,sheep,0,59142b45ef024b0001c54c33
976,fly,helicopter,van,fly,helicopter,robin,1,59142b45ef024b0001c54c33
977,cow,duck,cuckoo,cow,duck,salmon,0,59142b45ef024b0001c54c33
978,bee,airplane,van,bee,airplane,robin,1,59142b45ef024b0001c54c33
979,fly,airplane,bus,fly,airplane,robin,1,59142b45ef024b0001c54c33
980,fly,airplane,bus,fly,airplane,robin,0,655d37d1257abb800e998c96
981,fly,airplane,car,fly,airplane,robin,0,655d37d1257abb800e998c96
982,cat,goldfish,swordfish,cat,goldfish,parrot,0,655d37d1257abb800e998c96
983,chicken,salmon,falcon,chicken,salmon,cow,1,655d37d1257abb800e998c96
984,pig,salmon,dolphin,pig,salmon,chicken,1,655d37d1257abb800e998c96
985,fly,airplane,bus,fly,airplane,bat,0,655d37d1257abb800e998c96
986,pig,duck,seagull,pig,duck,salmon,1,655d37d1257abb800e998c96
987,chicken,salmon,sparrow,chicken,salmon,cow,1,655d37d1257abb800e998c96
988,chicken,cow,beaver,chicken,cow,salmon,1,655d37d1257abb800e998c96
989,bee,airplane,van,bee,airplane,robin,0,655d37d1257abb800e998c96
990,chicken,salmon,piranha,chicken,salmon,cow,1,655d37d1257abb800e998c96
991,airplane,sparrow,van,airplane,sparrow,bee,0,655d37d1257abb800e998c96
992,cat,goldfish,wolf,cat,goldfish,parrot,0,655d37d1257abb800e998c96
993,goldfish,turtle,swordfish,goldfish,turtle,parrot,0,655d37d1257abb800e998c96
994,chicken,pig,hedgehog,chicken,pig,sardine,1,655d37d1257abb800e998c96
995,chicken,pig,seagull,chicken,pig,salmon,1,655d37d1257abb800e998c96
996,pig,duck,beaver,pig,duck,herring,1,655d37d1257abb800e998c96
997,cow,duck,falcon,cow,duck,salmon,1,655d37d1257abb800e998c96
998,cat,turtle,wolf,cat,turtle,parrot,0,655d37d1257abb800e998c96
999,hamster,parrot,seagull,hamster,parrot,goldfish,1,655d37d1257abb800e998c96
1000,parrot,goldfish,seagull,parrot,goldfish,turtle,0,655d37d1257abb800e998c96
1001,parrot,turtle,stork,parrot,turtle,goldfish,0,655d37d1257abb800e998c96
1002,horsefly,airplane,van,horsefly,airplane,robin,0,655d37d1257abb800e998c96
1003,turkey,salmon,sperm whale,turkey,salmon,cow,1,655d37d1257abb800e998c96
1004,airplane,robin,bus,airplane,robin,bee,0,655d37d1257abb800e998c96
1005,pig,salmon,piranha,pig,salmon,chicken,1,655d37d1257abb800e998c96
1006,cow,duck,swan,cow,duck,salmon,1,655d37d1257abb800e998c96
1007,turkey,salmon,blackbird,turkey,salmon,cow,1,655d37d1257abb800e998c96
1008,chicken,pig,kangaroo,chicken,pig,anchovy,1,655d37d1257abb800e998c96
1009,fly,helicopter,van,fly,helicopter,robin,0,655d37d1257abb800e998c96
1010,dog,goldfish,wolf,dog,goldfish,parrot,1,655d37d1257abb800e998c96
1011,pig,duck,seagull,pig,duck,herring,1,655d37d1257abb800e998c96
1012,pig,salmon,sperm whale,pig,salmon,chicken,1,655d37d1257abb800e998c96
1013,turkey,salmon,swan,turkey,salmon,sheep,0,655d37d1257abb800e998c96
1014,cow,duck,beaver,cow,duck,herring,0,655d37d1257abb800e998c96
1015,fly,helicopter,van,fly,helicopter,robin,1,5f4efbf90b8cc113d26921a4
1016,pig,duck,peacock,pig,duck,salmon,0,5f4efbf90b8cc113d26921a4
1017,turkey,salmon,seagull,turkey,salmon,cow,0,5f4efbf90b8cc113d26921a4
1018,chicken,salmon,seagull,chicken,salmon,pig,0,5f4efbf90b8cc113d26921a4
1019,chicken,salmon,falcon,chicken,salmon,cow,0,5f4efbf90b8cc113d26921a4
1020,fly,airplane,bus,fly,airplane,bat,1,5f4efbf90b8cc113d26921a4
1021,bee,airplane,van,bee,airplane,robin,1,5f4efbf90b8cc113d26921a4
1022,fly,airplane,bus,fly,airplane,sparrow,1,5f4efbf90b8cc113d26921a4
1023,chicken,salmon,sparrow,chicken,salmon,cow,0,5f4efbf90b8cc113d26921a4
1024,cow,duck,owl,cow,duck,sardine,1,5f4efbf90b8cc113d26921a4
1025,hamster,goldfish,swordfish,hamster,goldfish,parrot,1,5f4efbf90b8cc113d26921a4
1026,cow,duck,cuckoo,cow,duck,salmon,0,5f4efbf90b8cc113d26921a4
1027,turkey,salmon,sperm whale,turkey,salmon,cow,1,5f4efbf90b8cc113d26921a4
1028,chicken,pig,seagull,chicken,pig,salmon,0,5f4efbf90b8cc113d26921a4
1029,pig,salmon,sperm whale,pig,salmon,chicken,1,5f4efbf90b8cc113d26921a4
1030,pig,duck,hedgehog,pig,duck,salmon,0,5f4efbf90b8cc113d26921a4
1031,airplane,bat,van,airplane,bat,bee,1,5f4efbf90b8cc113d26921a4
1032,pig,salmon,piranha,pig,salmon,turkey,1,5f4efbf90b8cc113d26921a4
1033,turkey,salmon,swan,turkey,salmon,sheep,1,5f4efbf90b8cc113d26921a4
1034,chicken,cow,hedgehog,chicken,cow,salmon,0,5f4efbf90b8cc113d26921a4
1035,chicken,salmon,piranha,chicken,salmon,cow,1,5f4efbf90b8cc113d26921a4
1036,horsefly,airplane,van,horsefly,airplane,robin,1,5f4efbf90b8cc113d26921a4
1037,pig,salmon,piranha,pig,salmon,chicken,0,5f4efbf90b8cc113d26921a4
1038,chicken,pig,kangaroo,chicken,pig,anchovy,1,5f4efbf90b8cc113d26921a4
1039,fly,airplane,car,fly,airplane,robin,1,5f4efbf90b8cc113d26921a4
1040,chicken,cow,seagull,chicken,cow,trout,0,5f4efbf90b8cc113d26921a4
1041,chicken,pig,kangaroo,chicken,pig,sardine,1,5f4efbf90b8cc113d26921a4
1042,airplane,bat,car,airplane,bat,bee,1,5f4efbf90b8cc113d26921a4
1043,goldfish,turtle,swordfish,goldfish,turtle,parrot,1,5f4efbf90b8cc113d26921a4
1044,airplane,sparrow,van,airplane,sparrow,bee,1,5f4efbf90b8cc113d26921a4
1045,pig,salmon,sperm whale,pig,salmon,turkey,1,5f4efbf90b8cc113d26921a4
1046,hamster,parrot,seagull,hamster,parrot,goldfish,1,5f4efbf90b8cc113d26921a4
1047,chicken,salmon,seagull,chicken,salmon,sheep,0,5f4efbf90b8cc113d26921a4
1048,dog,turtle,cow,dog,turtle,parrot,1,5f4efbf90b8cc113d26921a4
1049,cow,duck,beaver,cow,duck,herring,1,5f4efbf90b8cc113d26921a4
1050,cat,turtle,wolf,cat,turtle,parrot,0,657b91830c807b69681bf0ef
1051,dog,turtle,cow,dog,turtle,parrot,0,657b91830c807b69681bf0ef
1052,hamster,goldfish,swordfish,hamster,goldfish,parrot,1,657b91830c807b69681bf0ef
1053,parrot,turtle,stork,parrot,turtle,goldfish,1,657b91830c807b69681bf0ef
1054,pig,salmon,piranha,pig,salmon,chicken,1,657b91830c807b69681bf0ef
1055,pig,duck,hedgehog,pig,duck,salmon,1,657b91830c807b69681bf0ef
1056,bee,airplane,van,bee,airplane,robin,1,657b91830c807b69681bf0ef
1057,pig,duck,beaver,pig,duck,herring,1,657b91830c807b69681bf0ef
1058,cow,duck,falcon,cow,duck,salmon,1,657b91830c807b69681bf0ef
1059,fly,airplane,bus,fly,airplane,sparrow,1,657b91830c807b69681bf0ef
1060,pig,duck,seagull,pig,duck,herring,1,657b91830c807b69681bf0ef
1061,cow,duck,cuckoo,cow,duck,salmon,1,657b91830c807b69681bf0ef
1062,chicken,salmon,seagull,chicken,salmon,pig,1,657b91830c807b69681bf0ef
1063,airplane,sparrow,van,airplane,sparrow,bee,1,657b91830c807b69681bf0ef
1064,airplane,bat,car,airplane,bat,bee,1,657b91830c807b69681bf0ef
1065,hamster,parrot,seagull,hamster,parrot,goldfish,1,657b91830c807b69681bf0ef
1066,airplane,robin,bus,airplane,robin,bee,1,657b91830c807b69681bf0ef
1067,fly,airplane,car,fly,airplane,robin,1,657b91830c807b69681bf0ef
1068,chicken,cow,hedgehog,chicken,cow,salmon,1,657b91830c807b69681bf0ef
1069,chicken,salmon,piranha,chicken,salmon,cow,1,657b91830c807b69681bf0ef
1070,turkey,salmon,sperm whale,turkey,salmon,cow,1,657b91830c807b69681bf0ef
1071,chicken,salmon,sparrow,chicken,salmon,cow,1,657b91830c807b69681bf0ef
1072,pig,duck,peacock,pig,duck,salmon,1,657b91830c807b69681bf0ef
1073,horsefly,airplane,van,horsefly,airplane,robin,1,657b91830c807b69681bf0ef
1074,pig,duck,seagull,pig,duck,salmon,1,657b91830c807b69681bf0ef
1075,chicken,salmon,falcon,chicken,salmon,cow,1,657b91830c807b69681bf0ef
1076,chicken,cow,seagull,chicken,cow,trout,1,657b91830c807b69681bf0ef
1077,turkey,salmon,seagull,turkey,salmon,sheep,1,657b91830c807b69681bf0ef
1078,turkey,salmon,seagull,turkey,salmon,cow,1,657b91830c807b69681bf0ef
1079,turkey,salmon,swan,turkey,salmon,sheep,1,657b91830c807b69681bf0ef
1080,chicken,pig,kangaroo,chicken,pig,anchovy,1,657b91830c807b69681bf0ef
1081,goldfish,turtle,swordfish,goldfish,turtle,parrot,0,657b91830c807b69681bf0ef
1082,pig,salmon,dolphin,pig,salmon,chicken,1,657b91830c807b69681bf0ef
1083,fly,airplane,bus,fly,airplane,bat,1,657b91830c807b69681bf0ef
1084,chicken,pig,kangaroo,chicken,pig,sardine,1,657b91830c807b69681bf0ef
1085,horsefly,airplane,van,horsefly,airplane,robin,1,5b4d41e13d01bd0001ec46c2
1086,chicken,cow,seagull,chicken,cow,trout,0,5b4d41e13d01bd0001ec46c2
1087,pig,salmon,sperm whale,pig,salmon,turkey,1,5b4d41e13d01bd0001ec46c2
1088,dog,goldfish,wolf,dog,goldfish,parrot,0,5b4d41e13d01bd0001ec46c2
1089,cow,duck,cuckoo,cow,duck,salmon,0,5b4d41e13d01bd0001ec46c2
1090,chicken,salmon,sparrow,chicken,salmon,cow,1,5b4d41e13d01bd0001ec46c2
1091,cow,duck,swan,cow,duck,salmon,1,5b4d41e13d01bd0001ec46c2
1092,pig,duck,hedgehog,pig,duck,salmon,1,5b4d41e13d01bd0001ec46c2
1093,pig,duck,beaver,pig,duck,herring,1,5b4d41e13d01bd0001ec46c2
1094,fly,airplane,car,fly,airplane,robin,0,5b4d41e13d01bd0001ec46c2
1095,pig,salmon,dolphin,pig,salmon,chicken,1,5b4d41e13d01bd0001ec46c2
1096,fly,airplane,bus,fly,airplane,sparrow,1,5b4d41e13d01bd0001ec46c2
1097,cow,duck,falcon,cow,duck,salmon,1,5b4d41e13d01bd0001ec46c2
1098,fly,helicopter,van,fly,helicopter,robin,1,5b4d41e13d01bd0001ec46c2
1099,airplane,robin,bus,airplane,robin,bee,0,5b4d41e13d01bd0001ec46c2
1100,chicken,pig,kangaroo,chicken,pig,sardine,1,5b4d41e13d01bd0001ec46c2
1101,pig,salmon,sperm whale,pig,salmon,chicken,1,5b4d41e13d01bd0001ec46c2
1102,parrot,goldfish,seagull,parrot,goldfish,turtle,0,5b4d41e13d01bd0001ec46c2
1103,fly,airplane,bus,fly,airplane,robin,0,5b4d41e13d01bd0001ec46c2
1104,hamster,parrot,seagull,hamster,parrot,goldfish,1,5b4d41e13d01bd0001ec46c2
1105,chicken,pig,hedgehog,chicken,pig,sardine,1,5b4d41e13d01bd0001ec46c2
1106,cat,goldfish,wolf,cat,goldfish,parrot,1,5b4d41e13d01bd0001ec46c2
1107,cow,duck,owl,cow,duck,sardine,0,5b4d41e13d01bd0001ec46c2
1108,hamster,goldfish,swordfish,hamster,goldfish,parrot,0,5b4d41e13d01bd0001ec46c2
1109,turkey,salmon,seagull,turkey,salmon,sheep,1,5b4d41e13d01bd0001ec46c2
1110,cow,duck,beaver,cow,duck,herring,1,5b4d41e13d01bd0001ec46c2
1111,chicken,pig,seagull,chicken,pig,salmon,1,5b4d41e13d01bd0001ec46c2
1112,dog,turtle,cow,dog,turtle,parrot,1,5b4d41e13d01bd0001ec46c2
1113,bee,airplane,van,bee,airplane,robin,0,5b4d41e13d01bd0001ec46c2
1114,fly,airplane,bus,fly,airplane,bat,0,5b4d41e13d01bd0001ec46c2
1115,airplane,bat,van,airplane,bat,bee,1,5b4d41e13d01bd0001ec46c2
1116,chicken,cow,hedgehog,chicken,cow,salmon,1,5b4d41e13d01bd0001ec46c2
1117,pig,duck,seagull,pig,duck,salmon,1,5b4d41e13d01bd0001ec46c2
1118,airplane,bat,car,airplane,bat,bee,0,5b4d41e13d01bd0001ec46c2
1119,parrot,turtle,stork,parrot,turtle,goldfish,1,5b4d41e13d01bd0001ec46c2
1120,airplane,bat,car,airplane,bat,bee,1,5a31373183019b00012f6322
1121,chicken,pig,kangaroo,chicken,pig,sardine,1,5a31373183019b00012f6322
1122,airplane,robin,bus,airplane,robin,bee,1,5a31373183019b00012f6322
1123,cat,goldfish,wolf,cat,goldfish,parrot,1,5a31373183019b00012f6322
1124,chicken,pig,hedgehog,chicken,pig,sardine,1,5a31373183019b00012f6322
1125,cow,duck,owl,cow,duck,sardine,0,5a31373183019b00012f6322
1126,hamster,parrot,seagull,hamster,parrot,goldfish,1,5a31373183019b00012f6322
1127,chicken,pig,kangaroo,chicken,pig,anchovy,0,5a31373183019b00012f6322
1128,hamster,goldfish,swordfish,hamster,goldfish,parrot,1,5a31373183019b00012f6322
1129,chicken,cow,seagull,chicken,cow,trout,1,5a31373183019b00012f6322
1130,cow,duck,cuckoo,cow,duck,salmon,1,5a31373183019b00012f6322
1131,parrot,turtle,stork,parrot,turtle,goldfish,1,5a31373183019b00012f6322
1132,fly,airplane,bus,fly,airplane,robin,1,5a31373183019b00012f6322
1133,fly,helicopter,van,fly,helicopter,robin,1,5a31373183019b00012f6322
1134,chicken,cow,seagull,chicken,cow,salmon,1,5a31373183019b00012f6322
1135,horsefly,airplane,van,horsefly,airplane,robin,1,5a31373183019b00012f6322
1136,turkey,salmon,seagull,turkey,salmon,sheep,1,5a31373183019b00012f6322
1137,pig,salmon,sperm whale,pig,salmon,turkey,1,5a31373183019b00012f6322
1138,chicken,pig,seagull,chicken,pig,salmon,1,5a31373183019b00012f6322
1139,cow,duck,swan,cow,duck,salmon,1,5a31373183019b00012f6322
1140,chicken,cow,kangaroo,chicken,cow,salmon,1,5a31373183019b00012f6322
1141,pig,duck,seagull,pig,duck,salmon,1,5a31373183019b00012f6322
1142,pig,duck,beaver,pig,duck,herring,1,5a31373183019b00012f6322
1143,chicken,salmon,falcon,chicken,salmon,cow,1,5a31373183019b00012f6322
1144,chicken,salmon,seagull,chicken,salmon,sheep,1,5a31373183019b00012f6322
1145,chicken,cow,beaver,chicken,cow,salmon,1,5a31373183019b00012f6322
1146,airplane,bat,van,airplane,bat,bee,1,5a31373183019b00012f6322
1147,dog,goldfish,wolf,dog,goldfish,parrot,1,5a31373183019b00012f6322
1148,chicken,cow,hedgehog,chicken,cow,salmon,1,5a31373183019b00012f6322
1149,pig,salmon,sperm whale,pig,salmon,chicken,1,5a31373183019b00012f6322
1150,parrot,goldfish,seagull,parrot,goldfish,turtle,1,5a31373183019b00012f6322
1151,dog,turtle,cow,dog,turtle,parrot,1,5a31373183019b00012f6322
1152,cow,duck,falcon,cow,duck,salmon,1,5a31373183019b00012f6322
1153,chicken,salmon,piranha,chicken,salmon,cow,1,5a31373183019b00012f6322
1154,turkey,salmon,seagull,turkey,salmon,cow,1,5a31373183019b00012f6322
1155,cat,goldfish,swordfish,cat,goldfish,parrot,1,65b81dd777463daef02b8577
1156,chicken,cow,kangaroo,chicken,cow,salmon,0,65b81dd777463daef02b8577
1157,pig,duck,peacock,pig,duck,salmon,0,65b81dd777463daef02b8577
1158,pig,duck,seagull,pig,duck,salmon,0,65b81dd777463daef02b8577
1159,horsefly,airplane,van,horsefly,airplane,robin,1,65b81dd777463daef02b8577
1160,pig,salmon,sperm whale,pig,salmon,chicken,1,65b81dd777463daef02b8577
1161,turkey,salmon,seagull,turkey,salmon,sheep,1,65b81dd777463daef02b8577
1162,chicken,cow,hedgehog,chicken,cow,salmon,0,65b81dd777463daef02b8577
1163,cow,duck,cuckoo,cow,duck,salmon,1,65b81dd777463daef02b8577
1164,turkey,salmon,blackbird,turkey,salmon,cow,1,65b81dd777463daef02b8577
1165,dog,goldfish,wolf,dog,goldfish,parrot,1,65b81dd777463daef02b8577
1166,cow,duck,beaver,cow,duck,herring,1,65b81dd777463daef02b8577
1167,airplane,robin,van,airplane,robin,bee,1,65b81dd777463daef02b8577
1168,pig,salmon,sperm whale,pig,salmon,turkey,1,65b81dd777463daef02b8577
1169,dog,turtle,cow,dog,turtle,parrot,1,65b81dd777463daef02b8577
1170,chicken,pig,kangaroo,chicken,pig,sardine,1,65b81dd777463daef02b8577
1171,goldfish,turtle,swordfish,goldfish,turtle,parrot,0,65b81dd777463daef02b8577
1172,fly,airplane,car,fly,airplane,robin,1,65b81dd777463daef02b8577
1173,pig,salmon,dolphin,pig,salmon,chicken,1,65b81dd777463daef02b8577
1174,parrot,turtle,stork,parrot,turtle,goldfish,1,65b81dd777463daef02b8577
1175,turkey,salmon,seagull,turkey,salmon,cow,1,65b81dd777463daef02b8577
1176,cow,duck,falcon,cow,duck,salmon,1,65b81dd777463daef02b8577
1177,turkey,salmon,sperm whale,turkey,salmon,cow,1,65b81dd777463daef02b8577
1178,cow,duck,swan,cow,duck,salmon,1,65b81dd777463daef02b8577
1179,fly,helicopter,van,fly,helicopter,robin,1,65b81dd777463daef02b8577
1180,chicken,cow,beaver,chicken,cow,salmon,1,65b81dd777463daef02b8577
1181,cow,duck,owl,cow,duck,sardine,1,65b81dd777463daef02b8577
1182,chicken,salmon,seagull,chicken,salmon,sheep,1,65b81dd777463daef02b8577
1183,cat,goldfish,wolf,cat,goldfish,parrot,1,65b81dd777463daef02b8577
1184,chicken,salmon,piranha,chicken,salmon,cow,1,65b81dd777463daef02b8577
1185,fly,airplane,bus,fly,airplane,robin,1,65b81dd777463daef02b8577
1186,chicken,cow,seagull,chicken,cow,salmon,1,65b81dd777463daef02b8577
1187,pig,duck,hedgehog,pig,duck,salmon,1,65b81dd777463daef02b8577
1188,parrot,goldfish,seagull,parrot,goldfish,turtle,1,65b81dd777463daef02b8577
1189,airplane,sparrow,van,airplane,sparrow,bee,1,65b81dd777463daef02b8577
1190,chicken,cow,kangaroo,chicken,cow,salmon,1,5de8d53cd0e07e836599d816
1191,fly,helicopter,van,fly,helicopter,robin,1,5de8d53cd0e07e836599d816
1192,hamster,goldfish,swordfish,hamster,goldfish,parrot,1,5de8d53cd0e07e836599d816
1193,pig,duck,seagull,pig,duck,herring,1,5de8d53cd0e07e836599d816
1194,pig,salmon,sperm whale,pig,salmon,chicken,1,5de8d53cd0e07e836599d816
1195,pig,salmon,piranha,pig,salmon,turkey,1,5de8d53cd0e07e836599d816
1196,dog,turtle,cow,dog,turtle,parrot,1,5de8d53cd0e07e836599d816
1197,chicken,salmon,sparrow,chicken,salmon,cow,1,5de8d53cd0e07e836599d816
1198,turkey,salmon,seagull,turkey,salmon,sheep,1,5de8d53cd0e07e836599d816
1199,chicken,salmon,seagull,chicken,salmon,sheep,1,5de8d53cd0e07e836599d816
1200,turkey,salmon,blackbird,turkey,salmon,cow,1,5de8d53cd0e07e836599d816
1201,cow,duck,beaver,cow,duck,herring,1,5de8d53cd0e07e836599d816
1202,hamster,parrot,seagull,hamster,parrot,goldfish,1,5de8d53cd0e07e836599d816
1203,chicken,pig,kangaroo,chicken,pig,sardine,1,5de8d53cd0e07e836599d816
1204,cow,duck,cuckoo,cow,duck,salmon,1,5de8d53cd0e07e836599d816
1205,chicken,salmon,falcon,chicken,salmon,cow,1,5de8d53cd0e07e836599d816
1206,turkey,salmon,swan,turkey,salmon,sheep,1,5de8d53cd0e07e836599d816
1207,dog,goldfish,wolf,dog,goldfish,parrot,1,5de8d53cd0e07e836599d816
1208,cow,duck,swan,cow,duck,salmon,1,5de8d53cd0e07e836599d816
1209,chicken,cow,seagull,chicken,cow,salmon,1,5de8d53cd0e07e836599d816
1210,turkey,salmon,seagull,turkey,salmon,cow,1,5de8d53cd0e07e836599d816
1211,cat,goldfish,wolf,cat,goldfish,parrot,1,5de8d53cd0e07e836599d816
1212,parrot,goldfish,seagull,parrot,goldfish,turtle,1,5de8d53cd0e07e836599d816
1213,chicken,pig,bat,chicken,pig,salmon,1,5de8d53cd0e07e836599d816
1214,pig,duck,peacock,pig,duck,salmon,1,5de8d53cd0e07e836599d816
1215,airplane,bat,car,airplane,bat,bee,1,5de8d53cd0e07e836599d816
1216,hamster,parrot,seagull,hamster,parrot,turtle,1,5de8d53cd0e07e836599d816
1217,pig,duck,beaver,pig,duck,herring,1,5de8d53cd0e07e836599d816
1218,chicken,salmon,piranha,chicken,salmon,cow,1,5de8d53cd0e07e836599d816
1219,airplane,robin,van,airplane,robin,bee,1,5de8d53cd0e07e836599d816
1220,horsefly,airplane,van,horsefly,airplane,robin,1,5de8d53cd0e07e836599d816
1221,pig,duck,seagull,pig,duck,salmon,1,5de8d53cd0e07e836599d816
1222,airplane,bat,van,airplane,bat,bee,1,5de8d53cd0e07e836599d816
1223,turkey,salmon,sperm whale,turkey,salmon,cow,1,5de8d53cd0e07e836599d816
1224,cow,duck,falcon,cow,duck,salmon,1,5de8d53cd0e07e836599d816
1225,parrot,goldfish,seagull,parrot,goldfish,turtle,0,61138937023e260faf9d04b4
1226,chicken,pig,seagull,chicken,pig,salmon,1,61138937023e260faf9d04b4
1227,airplane,robin,bus,airplane,robin,bee,1,61138937023e260faf9d04b4
1228,turkey,salmon,seagull,turkey,salmon,sheep,1,61138937023e260faf9d04b4
1229,chicken,salmon,piranha,chicken,salmon,cow,1,61138937023e260faf9d04b4
1230,cat,turtle,wolf,cat,turtle,parrot,1,61138937023e260faf9d04b4
1231,cat,goldfish,swordfish,cat,goldfish,parrot,1,61138937023e260faf9d04b4
1232,chicken,salmon,falcon,chicken,salmon,cow,1,61138937023e260faf9d04b4
1233,airplane,sparrow,van,airplane,sparrow,bee,1,61138937023e260faf9d04b4
1234,dog,turtle,cow,dog,turtle,parrot,1,61138937023e260faf9d04b4
1235,turkey,salmon,swan,turkey,salmon,sheep,1,61138937023e260faf9d04b4
1236,chicken,salmon,sparrow,chicken,salmon,cow,1,61138937023e260faf9d04b4
1237,fly,helicopter,van,fly,helicopter,robin,1,61138937023e260faf9d04b4
1238,cow,duck,falcon,cow,duck,salmon,1,61138937023e260faf9d04b4
1239,fly,airplane,bus,fly,airplane,sparrow,1,61138937023e260faf9d04b4
1240,cow,duck,beaver,cow,duck,herring,1,61138937023e260faf9d04b4
1241,pig,duck,hedgehog,pig,duck,salmon,1,61138937023e260faf9d04b4
1242,chicken,cow,beaver,chicken,cow,salmon,1,61138937023e260faf9d04b4
1243,chicken,cow,seagull,chicken,cow,salmon,1,61138937023e260faf9d04b4
1244,airplane,bat,car,airplane,bat,bee,1,61138937023e260faf9d04b4
1245,goldfish,turtle,swordfish,goldfish,turtle,parrot,1,61138937023e260faf9d04b4
1246,parrot,turtle,stork,parrot,turtle,goldfish,1,61138937023e260faf9d04b4
1247,dog,goldfish,wolf,dog,goldfish,parrot,1,61138937023e260faf9d04b4
1248,hamster,goldfish,swordfish,hamster,goldfish,parrot,1,61138937023e260faf9d04b4
1249,cow,duck,owl,cow,duck,sardine,1,61138937023e260faf9d04b4
1250,turkey,salmon,seagull,turkey,salmon,cow,1,61138937023e260faf9d04b4
1251,pig,duck,seagull,pig,duck,salmon,1,61138937023e260faf9d04b4
1252,hamster,parrot,seagull,hamster,parrot,turtle,1,61138937023e260faf9d04b4
1253,chicken,pig,bat,chicken,pig,salmon,1,61138937023e260faf9d04b4
1254,fly,airplane,bus,fly,airplane,bat,1,61138937023e260faf9d04b4
1255,chicken,pig,hedgehog,chicken,pig,sardine,1,61138937023e260faf9d04b4
1256,fly,airplane,car,fly,airplane,robin,1,61138937023e260faf9d04b4
1257,chicken,salmon,seagull,chicken,salmon,pig,1,61138937023e260faf9d04b4
1258,pig,duck,peacock,pig,duck,salmon,1,61138937023e260faf9d04b4
1259,chicken,salmon,seagull,chicken,salmon,sheep,1,61138937023e260faf9d04b4
1260,chicken,pig,kangaroo,chicken,pig,sardine,1,6529a39f7d5885fc2d4a654c
1261,turkey,salmon,seagull,turkey,salmon,cow,1,6529a39f7d5885fc2d4a654c
1262,horsefly,airplane,van,horsefly,airplane,robin,1,6529a39f7d5885fc2d4a654c
1263,pig,salmon,piranha,pig,salmon,turkey,1,6529a39f7d5885fc2d4a654c
1264,pig,salmon,dolphin,pig,salmon,chicken,1,6529a39f7d5885fc2d4a654c
1265,airplane,bat,car,airplane,bat,bee,1,6529a39f7d5885fc2d4a654c
1266,pig,duck,beaver,pig,duck,herring,0,6529a39f7d5885fc2d4a654c
1267,hamster,parrot,seagull,hamster,parrot,goldfish,0,6529a39f7d5885fc2d4a654c
1268,fly,airplane,car,fly,airplane,robin,1,6529a39f7d5885fc2d4a654c
1269,chicken,pig,hedgehog,chicken,pig,sardine,1,6529a39f7d5885fc2d4a654c
1270,parrot,goldfish,seagull,parrot,goldfish,turtle,1,6529a39f7d5885fc2d4a654c
1271,pig,duck,seagull,pig,duck,herring,1,6529a39f7d5885fc2d4a654c
1272,cow,duck,owl,cow,duck,sardine,1,6529a39f7d5885fc2d4a654c
1273,airplane,robin,van,airplane,robin,bee,1,6529a39f7d5885fc2d4a654c
1274,chicken,cow,hedgehog,chicken,cow,salmon,1,6529a39f7d5885fc2d4a654c
1275,pig,salmon,sperm whale,pig,salmon,chicken,1,6529a39f7d5885fc2d4a654c
1276,chicken,pig,seagull,chicken,pig,salmon,1,6529a39f7d5885fc2d4a654c
1277,chicken,pig,kangaroo,chicken,pig,anchovy,1,6529a39f7d5885fc2d4a654c
1278,cat,turtle,wolf,cat,turtle,parrot,0,6529a39f7d5885fc2d4a654c
1279,chicken,salmon,falcon,chicken,salmon,cow,1,6529a39f7d5885fc2d4a654c
1280,cat,goldfish,wolf,cat,goldfish,parrot,1,6529a39f7d5885fc2d4a654c
1281,bee,airplane,van,bee,airplane,robin,1,6529a39f7d5885fc2d4a654c
1282,turkey,salmon,blackbird,turkey,salmon,cow,1,6529a39f7d5885fc2d4a654c
1283,cow,duck,swan,cow,duck,salmon,1,6529a39f7d5885fc2d4a654c
1284,chicken,salmon,sparrow,chicken,salmon,cow,1,6529a39f7d5885fc2d4a654c
1285,cow,duck,beaver,cow,duck,herring,1,6529a39f7d5885fc2d4a654c
1286,goldfish,turtle,swordfish,goldfish,turtle,parrot,0,6529a39f7d5885fc2d4a654c
1287,chicken,salmon,seagull,chicken,salmon,sheep,1,6529a39f7d5885fc2d4a654c
1288,fly,airplane,bus,fly,airplane,bat,1,6529a39f7d5885fc2d4a654c
1289,airplane,robin,bus,airplane,robin,bee,1,6529a39f7d5885fc2d4a654c
1290,chicken,cow,seagull,chicken,cow,trout,1,6529a39f7d5885fc2d4a654c
1291,pig,duck,seagull,pig,duck,salmon,1,6529a39f7d5885fc2d4a654c
1292,fly,helicopter,van,fly,helicopter,robin,1,6529a39f7d5885fc2d4a654c
1293,pig,duck,hedgehog,pig,duck,salmon,1,6529a39f7d5885fc2d4a654c
1294,chicken,salmon,piranha,chicken,salmon,cow,1,6529a39f7d5885fc2d4a654c
