,Argument 1-Premise 1,Argument 1-Premise 2,Argument 1-Conclusion,Argument 2-Premise 1,Argument 2-Premise 2,Argument 2-Conclusion,Argument 2 Chosen,participant_id
2249,Cuckoos,Bass guitars,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,1,669864e93f0ed6ee2a5d5cf8
2250,Horseflies,Frogs,Helicopters,Horseflies,,Helicopters,0,669864e93f0ed6ee2a5d5cf8
2251,Bees,Llamas,Cuckoos,Bees,,Cuckoos,1,669864e93f0ed6ee2a5d5cf8
2252,Airplanes,Rhinos,Crows,Airplanes,,Crows,0,669864e93f0ed6ee2a5d5cf8
2253,Cuckoos,Go-carts,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,0,669864e93f0ed6ee2a5d5cf8
2254,Fruit Flies,Beetles,Crows,Fruit Flies,,Crows,0,669864e93f0ed6ee2a5d5cf8
2256,Eagles,Wolves,Flies,Eagles,,Flies,0,669864e93f0ed6ee2a5d5cf8
2257,Horseflies,Pan flutes,(Hot Air) balloons,Horseflies,,(Hot Air) balloons,0,669864e93f0ed6ee2a5d5cf8
2258,Horseflies,Salamanders,Eagles,Horseflies,,Eagles,0,669864e93f0ed6ee2a5d5cf8
2259,Owls,Caimans,Zeppelins,Owls,,Zeppelins,0,669864e93f0ed6ee2a5d5cf8
2260,Swallows,Piranhas,Rockets,Swallows,,Rockets,0,669864e93f0ed6ee2a5d5cf8
2261,Storks,Panties,Zeppelins,Storks,,Zeppelins,0,669864e93f0ed6ee2a5d5cf8
2262,Magpies,Carp,Zeppelins,Magpies,,Zeppelins,0,669864e93f0ed6ee2a5d5cf8
2263,Sparrows,Snakes,Zeppelins,Sparrows,,Zeppelins,0,669864e93f0ed6ee2a5d5cf8
2264,Owls,Rhinos,Wasps,Owls,,Wasps,0,669864e93f0ed6ee2a5d5cf8
2265,Pelicans,Donkeys,Airplanes,Pelicans,,Airplanes,0,669864e93f0ed6ee2a5d5cf8
2266,Cuckoos,Turkeys,Helicopters,Cuckoos,,Helicopters,0,669864e93f0ed6ee2a5d5cf8
2267,Blackbirds,Organs,Airplanes,Blackbirds,,Airplanes,0,669864e93f0ed6ee2a5d5cf8
2268,Bees,Jeans,Zeppelins,Bees,,Zeppelins,0,669864e93f0ed6ee2a5d5cf8
2269,Cuckoos,Accordions,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,1,669864e93f0ed6ee2a5d5cf8
2270,Swallows,Llamas,Helicopters,Swallows,,Helicopters,1,669864e93f0ed6ee2a5d5cf8
2271,Blackbirds,Bras,Airplanes,Blackbirds,,Airplanes,1,669864e93f0ed6ee2a5d5cf8
2272,Dragonflies,Tracksuits,Airplanes,Dragonflies,,Airplanes,1,669864e93f0ed6ee2a5d5cf8
2273,Herons,Sheep,Airplanes,Herons,,Airplanes,1,669864e93f0ed6ee2a5d5cf8
2274,Cuckoos,Lizards,Horseflies,Cuckoos,,Horseflies,0,669864e93f0ed6ee2a5d5cf8
2276,Cuckoos,Woks,Zeppelins,Cuckoos,,Zeppelins,0,652a53d0565aa471305a710a
2277,Robins,Snakes,Helicopters,Robins,,Helicopters,1,652a53d0565aa471305a710a
2278,Canaries,Cats,Rockets,Canaries,,Rockets,1,652a53d0565aa471305a710a
2279,Cuckoos,Accordions,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,0,652a53d0565aa471305a710a
2280,Parakeets,Alligators,Zeppelins,Parakeets,,Zeppelins,0,652a53d0565aa471305a710a
2281,Seagulls,Pistols,Zeppelins,Seagulls,,Zeppelins,0,652a53d0565aa471305a710a
2282,Owls,Monkeys,Mosquitoes,Owls,,Mosquitoes,0,652a53d0565aa471305a710a
2283,Swallows,Piranhas,Rockets,Swallows,,Rockets,1,652a53d0565aa471305a710a
2284,Bees,Squid,Chickadees,Bees,,Chickadees,0,652a53d0565aa471305a710a
2285,Parrots,Trumpets,Airplanes,Parrots,,Airplanes,0,652a53d0565aa471305a710a
2286,Robins,Turkeys,Mosquitoes,Robins,,Mosquitoes,0,652a53d0565aa471305a710a
2287,Horseflies,Salamanders,Eagles,Horseflies,,Eagles,0,652a53d0565aa471305a710a
2288,Magpies,Turtles,Zeppelins,Magpies,,Zeppelins,0,652a53d0565aa471305a710a
2289,Helicopters,Pots,Flies,Helicopters,,Flies,1,652a53d0565aa471305a710a
2290,Cuckoos,Go-carts,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,0,652a53d0565aa471305a710a
2291,Bees,Jeans,Zeppelins,Bees,,Zeppelins,1,652a53d0565aa471305a710a
2292,Cuckoos,Bass guitars,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,0,652a53d0565aa471305a710a
2293,Dragonflies,Tracksuits,Airplanes,Dragonflies,,Airplanes,0,652a53d0565aa471305a710a
2294,Pheasants,Boots,(Hot Air) balloons,Pheasants,,(Hot Air) balloons,1,652a53d0565aa471305a710a
2295,Cuckoos,Turkeys,Helicopters,Cuckoos,,Helicopters,1,652a53d0565aa471305a710a
2296,Airplanes,Rhinos,Crows,Airplanes,,Crows,1,652a53d0565aa471305a710a
2297,Eagles,Clarinets,Airplanes,Eagles,,Airplanes,0,652a53d0565aa471305a710a
2298,Sparrows,Snakes,Zeppelins,Sparrows,,Zeppelins,0,652a53d0565aa471305a710a
2299,Pelicans,Elephants,Rockets,Pelicans,,Rockets,1,652a53d0565aa471305a710a
2300,Bumblebees,Tortoises,Rockets,Bumblebees,,Rockets,1,652a53d0565aa471305a710a
2301,Cuckoos,Lizards,Horseflies,Cuckoos,,Horseflies,1,652a53d0565aa471305a710a
2302,Swallows,Llamas,Helicopters,Swallows,,Helicopters,1,652a53d0565aa471305a710a
2303,Zeppelins,Guitars,Bumblebees,Zeppelins,,Bumblebees,0,652a53d0565aa471305a710a
2304,Eagles,Cobras,Bats,Eagles,,Bats,1,652a53d0565aa471305a710a
2305,Falcons,Ducks,(Hot Air) balloons,Falcons,,(Hot Air) balloons,0,652a53d0565aa471305a710a
2306,Doves,Dolphins,Helicopters,Doves,,Helicopters,1,652a53d0565aa471305a710a
2308,Blackbirds,Bras,Airplanes,Blackbirds,,Airplanes,1,652a53d0565aa471305a710a
2309,Blackbirds,Hats,Airplanes,Blackbirds,,Airplanes,1,652a53d0565aa471305a710a
2450,Sparrows,Saws,Rockets,Sparrows,,Rockets,1,66b1eb08a154c8f8beec5846
2451,Sparrows,Snakes,Zeppelins,Sparrows,,Zeppelins,1,66b1eb08a154c8f8beec5846
2452,Bumblebees,Toads,Pelicans,Bumblebees,,Pelicans,0,66b1eb08a154c8f8beec5846
2453,Blackbirds,Bras,Airplanes,Blackbirds,,Airplanes,1,66b1eb08a154c8f8beec5846
2454,Eagles,Clarinets,Airplanes,Eagles,,Airplanes,1,66b1eb08a154c8f8beec5846
2455,Magpies,Polar Bears,Zeppelins,Magpies,,Zeppelins,1,66b1eb08a154c8f8beec5846
2456,Magpies,Turtles,Zeppelins,Magpies,,Zeppelins,1,66b1eb08a154c8f8beec5846
2457,Horseflies,Pan flutes,(Hot Air) balloons,Horseflies,,(Hot Air) balloons,1,66b1eb08a154c8f8beec5846
2458,Horseflies,Frogs,Helicopters,Horseflies,,Helicopters,1,66b1eb08a154c8f8beec5846
2459,Blackbirds,Organs,Airplanes,Blackbirds,,Airplanes,1,66b1eb08a154c8f8beec5846
2460,Chickadees,Levels,Rockets,Chickadees,,Rockets,1,66b1eb08a154c8f8beec5846
2461,Canaries,Giraffes,(Hot Air) balloons,Canaries,,(Hot Air) balloons,1,66b1eb08a154c8f8beec5846
2462,Moths,Rabbits,Helicopters,Moths,,Helicopters,1,66b1eb08a154c8f8beec5846
2463,Storks,Jeans,Rockets,Storks,,Rockets,1,66b1eb08a154c8f8beec5846
2464,Sparrows,Alligators,Rockets,Sparrows,,Rockets,1,66b1eb08a154c8f8beec5846
2465,Eagles,Cobras,Bats,Eagles,,Bats,0,66b1eb08a154c8f8beec5846
2466,Storks,Panties,Zeppelins,Storks,,Zeppelins,1,66b1eb08a154c8f8beec5846
2467,Robins,Turkeys,Mosquitoes,Robins,,Mosquitoes,1,66b1eb08a154c8f8beec5846
2468,Bees,Grasshoppers,Airplanes,Bees,,Airplanes,1,66b1eb08a154c8f8beec5846
2469,Falcons,Snakes,Helicopters,Falcons,,Helicopters,1,66b1eb08a154c8f8beec5846
2470,Owls,Monkeys,Mosquitoes,Owls,,Mosquitoes,0,66b1eb08a154c8f8beec5846
2471,Bees,Llamas,Cuckoos,Bees,,Cuckoos,0,66b1eb08a154c8f8beec5846
2472,Blackbirds,Hats,Airplanes,Blackbirds,,Airplanes,1,66b1eb08a154c8f8beec5846
2473,Swallows,Piranhas,Rockets,Swallows,,Rockets,1,66b1eb08a154c8f8beec5846
2474,Flies,Pistols,Helicopters,Flies,,Helicopters,1,66b1eb08a154c8f8beec5846
2475,Moths,Sheep,Storks,Moths,,Storks,1,66b1eb08a154c8f8beec5846
2476,Swallows,Llamas,Helicopters,Swallows,,Helicopters,1,66b1eb08a154c8f8beec5846
2477,Wasps,Snakes,Airplanes,Wasps,,Airplanes,1,66b1eb08a154c8f8beec5846
2478,Canaries,Bassoons,Zeppelins,Canaries,,Zeppelins,1,66b1eb08a154c8f8beec5846
2479,Flies,Rays,Parakeets,Flies,,Parakeets,1,66b1eb08a154c8f8beec5846
2480,Falcons,Ducks,(Hot Air) balloons,Falcons,,(Hot Air) balloons,1,66b1eb08a154c8f8beec5846
2481,Robins,Snakes,Helicopters,Robins,,Helicopters,1,66b1eb08a154c8f8beec5846
2482,Cuckoos,Bass guitars,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,1,66b1eb08a154c8f8beec5846
2483,Bumblebees,Tortoises,Rockets,Bumblebees,,Rockets,1,66b1eb08a154c8f8beec5846
2484,Pelicans,Elephants,Rockets,Pelicans,,Rockets,1,66b1eb08a154c8f8beec5846
2485,Butterflies,Hippos,Blackbirds,Butterflies,,Blackbirds,1,66fe8954f77e2be6096151cd
2486,Bees,Squid,Chickadees,Bees,,Chickadees,1,66fe8954f77e2be6096151cd
2487,Magpies,Carp,Zeppelins,Magpies,,Zeppelins,1,66fe8954f77e2be6096151cd
2488,Swallows,Piranhas,Rockets,Swallows,,Rockets,1,66fe8954f77e2be6096151cd
2489,Magpies,Polar Bears,Zeppelins,Magpies,,Zeppelins,1,66fe8954f77e2be6096151cd
2490,Cuckoos,Turkeys,Helicopters,Cuckoos,,Helicopters,0,66fe8954f77e2be6096151cd
2491,Bees,Jeans,Zeppelins,Bees,,Zeppelins,1,66fe8954f77e2be6096151cd
2493,Rockets,Colanders,Flies,Rockets,,Flies,1,66fe8954f77e2be6096151cd
2494,Horseflies,Pan flutes,(Hot Air) balloons,Horseflies,,(Hot Air) balloons,0,66fe8954f77e2be6096151cd
2495,Canaries,Cats,Rockets,Canaries,,Rockets,1,66fe8954f77e2be6096151cd
2496,Cuckoos,Woks,Zeppelins,Cuckoos,,Zeppelins,1,66fe8954f77e2be6096151cd
2497,Sparrows,Saws,Rockets,Sparrows,,Rockets,0,66fe8954f77e2be6096151cd
2498,Doves,Foxes,Helicopters,Doves,,Helicopters,0,66fe8954f77e2be6096151cd
2499,Bumblebees,Toads,Pelicans,Bumblebees,,Pelicans,0,66fe8954f77e2be6096151cd
2500,Woodpeckers,Ducks,Bats,Woodpeckers,,Bats,1,66fe8954f77e2be6096151cd
2501,Sparrows,Snakes,Zeppelins,Sparrows,,Zeppelins,1,66fe8954f77e2be6096151cd
2502,Swallows,Llamas,Helicopters,Swallows,,Helicopters,1,66fe8954f77e2be6096151cd
2503,Canaries,Giraffes,(Hot Air) balloons,Canaries,,(Hot Air) balloons,1,66fe8954f77e2be6096151cd
2504,Woodpeckers,Hedgehogs,Bumblebees,Woodpeckers,,Bumblebees,1,66fe8954f77e2be6096151cd
2505,Eagles,Clarinets,Airplanes,Eagles,,Airplanes,1,66fe8954f77e2be6096151cd
2506,Blackbirds,Hats,Airplanes,Blackbirds,,Airplanes,1,66fe8954f77e2be6096151cd
2507,Woodpeckers,Hedgehogs,Dragonflies,Woodpeckers,,Dragonflies,1,66fe8954f77e2be6096151cd
2508,Blackbirds,Bras,Airplanes,Blackbirds,,Airplanes,1,66fe8954f77e2be6096151cd
2509,Flies,Rays,Parakeets,Flies,,Parakeets,1,66fe8954f77e2be6096151cd
2510,Robins,Turkeys,Mosquitoes,Robins,,Mosquitoes,1,66fe8954f77e2be6096151cd
2511,Bees,Llamas,Cuckoos,Bees,,Cuckoos,1,66fe8954f77e2be6096151cd
2512,Bumblebees,Tortoises,Rockets,Bumblebees,,Rockets,1,66fe8954f77e2be6096151cd
2513,Herons,Sheep,Airplanes,Herons,,Airplanes,1,66fe8954f77e2be6096151cd
2514,Cuckoos,Bass guitars,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,1,66fe8954f77e2be6096151cd
2515,Bats,Iguanas,Butterflies,Bats,,Butterflies,1,66fe8954f77e2be6096151cd
2516,Swallows,Wolves,Wasps,Swallows,,Wasps,1,66fe8954f77e2be6096151cd
2517,Moths,Sheep,Storks,Moths,,Storks,1,66fe8954f77e2be6096151cd
2518,Eagles,Wolves,Flies,Eagles,,Flies,1,66fe8954f77e2be6096151cd
2519,Eagles,Cobras,Bats,Eagles,,Bats,1,66fe8954f77e2be6096151cd
2520,Owls,Rhinos,Wasps,Owls,,Wasps,1,5ef5f74fb4a08f2676fb3aba
2521,Herons,Pigs,Airplanes,Herons,,Airplanes,1,5ef5f74fb4a08f2676fb3aba
2523,Cuckoos,Lizards,Horseflies,Cuckoos,,Horseflies,1,5ef5f74fb4a08f2676fb3aba
2524,Doves,Foxes,Helicopters,Doves,,Helicopters,1,5ef5f74fb4a08f2676fb3aba
2525,Moths,Camels,Canaries,Moths,,Canaries,1,5ef5f74fb4a08f2676fb3aba
2526,Flies,Pistols,Helicopters,Flies,,Helicopters,1,5ef5f74fb4a08f2676fb3aba
2527,Cuckoos,Turkeys,Helicopters,Cuckoos,,Helicopters,0,5ef5f74fb4a08f2676fb3aba
2528,Cuckoos,Go-carts,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,1,5ef5f74fb4a08f2676fb3aba
2529,Eagles,Wolves,Flies,Eagles,,Flies,1,5ef5f74fb4a08f2676fb3aba
2530,Cuckoos,Worms,Flies,Cuckoos,,Flies,1,5ef5f74fb4a08f2676fb3aba
2531,Doves,Dolphins,Helicopters,Doves,,Helicopters,0,5ef5f74fb4a08f2676fb3aba
2532,Pelicans,Donkeys,Airplanes,Pelicans,,Airplanes,1,5ef5f74fb4a08f2676fb3aba
2534,Bumblebees,Blouses,Airplanes,Bumblebees,,Airplanes,1,5ef5f74fb4a08f2676fb3aba
2535,Swallows,Wolves,Wasps,Swallows,,Wasps,1,5ef5f74fb4a08f2676fb3aba
2536,Robins,Penguins,Helicopters,Robins,,Helicopters,1,5ef5f74fb4a08f2676fb3aba
2537,Fruit Flies,Dolphins,(Hot Air) balloons,Fruit Flies,,(Hot Air) balloons,1,5ef5f74fb4a08f2676fb3aba
2538,Helicopters,Pots,Flies,Helicopters,,Flies,1,5ef5f74fb4a08f2676fb3aba
2539,Blackbirds,Hats,Airplanes,Blackbirds,,Airplanes,1,5ef5f74fb4a08f2676fb3aba
2540,Bumblebees,Tortoises,Rockets,Bumblebees,,Rockets,1,5ef5f74fb4a08f2676fb3aba
2541,Magpies,Polar Bears,Zeppelins,Magpies,,Zeppelins,1,5ef5f74fb4a08f2676fb3aba
2542,Sparrows,Saws,Rockets,Sparrows,,Rockets,1,5ef5f74fb4a08f2676fb3aba
2543,Pheasants,Boots,(Hot Air) balloons,Pheasants,,(Hot Air) balloons,0,5ef5f74fb4a08f2676fb3aba
2544,Rockets,Colanders,Flies,Rockets,,Flies,1,5ef5f74fb4a08f2676fb3aba
2545,Horseflies,Salamanders,Eagles,Horseflies,,Eagles,1,5ef5f74fb4a08f2676fb3aba
2546,Butterflies,Hippos,Blackbirds,Butterflies,,Blackbirds,1,5ef5f74fb4a08f2676fb3aba
2547,Wasps,Snakes,Airplanes,Wasps,,Airplanes,1,5ef5f74fb4a08f2676fb3aba
2548,Falcons,Ducks,(Hot Air) balloons,Falcons,,(Hot Air) balloons,1,5ef5f74fb4a08f2676fb3aba
2549,Sparrows,Alligators,Rockets,Sparrows,,Rockets,1,5ef5f74fb4a08f2676fb3aba
2550,Owls,Caimans,Zeppelins,Owls,,Zeppelins,1,5ef5f74fb4a08f2676fb3aba
2551,Pelicans,Elephants,Rockets,Pelicans,,Rockets,1,5ef5f74fb4a08f2676fb3aba
2552,Bumblebees,Toads,Pelicans,Bumblebees,,Pelicans,1,5ef5f74fb4a08f2676fb3aba
2553,Seagulls,Pistols,Zeppelins,Seagulls,,Zeppelins,1,5ef5f74fb4a08f2676fb3aba
2554,Woodpeckers,Hedgehogs,Dragonflies,Woodpeckers,,Dragonflies,1,5ef5f74fb4a08f2676fb3aba
