,Premise 1,Premise 2,Premise 3,Conclusion,Dataset,Human,Overlap (Bhatia),GPT-3.5,GPT-4,SCM (Han)
933,tram,bus,,van,Han - Exp 2,81.1,,90.0,80.0,11.240277777777775
934,tram,carriage,,jeep,Han - Exp 2,68.5,,80.0,80.0,9.556944444444444
935,tram,taxi,,train,Han - Exp 2,73.8,,100.0,80.0,13.2
936,truck,,,bicycle,Han - Exp 2,28.6,,10.0,40.0,7.440277777777778
937,truck,,,bus,Han - Exp 2,66.52,,90.0,70.0,11.440277777777776
938,truck,,,trailer,Han - Exp 2,61.2,,80.0,65.0,10.273611111111112
939,truck,,,carriage,Han - Exp 2,46.3,,80.0,60.0,8.87361111111111
940,truck,,,car,Han - Exp 2,76.38888888888889,,90.0,80.0,10.84027777777778
941,truck,,,jeep,Han - Exp 2,80.3,,90.0,70.0,10.37361111111111
942,truck,,,rocket,Han - Exp 2,29.75,,10.0,30.0,7.173611111111111
943,truck,,,submarine,Han - Exp 2,19.41176470588235,,10.0,35.0,7.940277777777777
944,truck,,,train,Han - Exp 2,52.8,,50.0,60.0,9.34027777777778
945,truck,,,zeppelin,Han - Exp 2,28.875,,0.0,30.0,7.773611111111111
946,truck,bus,,carriage,Han - Exp 2,52.7,,90.0,60.0,9.670833333333334
947,truck,bus,,zeppelin,Han - Exp 2,53.375,,80.0,40.0,8.804166666666667
948,truck,helicopter,,jeep,Han - Exp 2,66.7,,80.0,85.0,10.998611111111112
949,truck,jeep,,submarine,Han - Exp 2,14.8,,0.0,40.0,8.365277777777777
950,truck,motorbike,,bicycle,Han - Exp 2,54.4,,50.0,80.0,12.434722222222224
951,truck,motorbike,,bus,Han - Exp 2,73.57142857142857,,100.0,85.0,12.168055555555554
952,truck,skateboard,,rocket,Han - Exp 2,35.75,,50.0,40.0,7.684722222222222
953,truck,sled,,bus,Han - Exp 2,68.75,,80.0,80.0,12.008333333333333
954,truck,train,,trailer,Han - Exp 2,69.9,,80.0,85.0,10.768055555555556
955,truck,train,,submarine,Han - Exp 2,20.285714285714285,,50.0,60.0,8.434722222222222
956,truck,tram,,car,Han - Exp 2,82.375,,90.0,85.0,11.27361111111111
957,turkey,,,chicken,Han - Exp 2,78.11111111111111,,90.0,90.0,12.986519607843135
958,turkey,,,heron,Han - Exp 2,48.5,,20.0,65.0,8.427696078431373
959,turkey,,,parrot,Han - Exp 2,48.578947368421055,,50.0,65.0,8.604166666666666
960,turkey,,,peacock,Han - Exp 2,61.70588235294117,,50.0,65.0,11.104166666666666
961,turkey,,,pelican,Han - Exp 2,43.75,,20.0,65.0,9.957107843137257
962,turkey,,,swallow,Han - Exp 2,45.35294117647059,,10.0,55.0,8.839460784313726
963,turkey,,,vulture,Han - Exp 2,48.85714285714285,,80.0,65.0,8.810049019607842
964,turkey,,,woodpecker,Han - Exp 2,44.1764705882353,,50.0,55.0,8.39828431372549
965,turkey,crow,,peacock,Han - Exp 2,64.11111111111111,,80.0,85.0,12.104166666666666
966,turkey,dove,,swallow,Han - Exp 2,75.77777777777777,,80.0,85.0,11.199754901960784
967,turkey,duck,,pelican,Han - Exp 2,56.0,,90.0,85.0,10.305147058823527
968,turkey,eagle,,vulture,Han - Exp 2,67.71428571428571,,100.0,85.0,13.026960784313726
969,turkey,heron,,peacock,Han - Exp 2,52.5,,80.0,85.0,12.040441176470589
970,turkey,pelican,,parrot,Han - Exp 2,44.6,,80.0,85.0,9.810049019607842
971,turkey,sparrow,,chicken,Han - Exp 2,73.22222222222223,,100.0,85.0,13.942401960784313
972,turkey,swan,,woodpecker,Han - Exp 2,60.77777777777778,,80.0,85.0,8.931372549019608
973,van,,,bicycle,Han - Exp 2,36.9,,0.0,40.0,7.4319444444444445
974,van,,,bus,Han - Exp 2,82.75,,90.0,70.0,10.765277777777778
975,van,,,trailer,Han - Exp 2,60.57142857142857,,100.0,65.0,10.065277777777776
976,van,,,carriage,Han - Exp 2,41.2,,80.0,60.0,9.031944444444443
977,van,,,car,Han - Exp 2,75.2,,100.0,85.0,11.49861111111111
978,van,,,helicopter,Han - Exp 2,33.7,,0.0,30.0,7.331944444444444
979,van,,,rocket,Han - Exp 2,23.6,,0.0,25.0,6.7652777777777775
980,van,,,taxi,Han - Exp 2,68.8,,50.0,80.0,10.031944444444443
981,van,,,train,Han - Exp 2,42.5,,0.0,40.0,8.99861111111111
982,van,,,truck,Han - Exp 2,78.55,,100.0,70.0,12.76527777777778
983,van,boat,,trailer,Han - Exp 2,72.1,,90.0,80.0,10.79861111111111
984,van,car,,taxi,Han - Exp 2,80.3,,90.0,90.0,14.177777777777774
985,van,cart,,carriage,Han - Exp 2,68.1,,100.0,85.0,12.555555555555555
986,van,jeep,,helicopter,Han - Exp 2,28.4,,0.0,40.0,7.795833333333332
987,van,jeep,,rocket,Han - Exp 2,23.7,,10.0,30.0,7.3291666666666675
988,van,tram,,trailer,Han - Exp 2,71.4,,90.0,85.0,10.5875
989,van,tram,,truck,Han - Exp 2,70.9,,90.0,85.0,13.2875
990,van,truck,,car,Han - Exp 2,74.2,,90.0,90.0,11.81111111111111
991,van,truck,,train,Han - Exp 2,61.2,,80.0,60.0,9.544444444444444
992,vulture,,,canary,Han - Exp 2,40.0,,10.0,55.0,7.747549019607844
993,vulture,,,crow,Han - Exp 2,59.77777777777778,,50.0,65.0,10.100490196078432
994,vulture,,,heron,Han - Exp 2,56.0,,20.0,65.0,10.424019607843135
995,vulture,,,stork,Han - Exp 2,56.888888888888886,,50.0,65.0,9.071078431372548
996,vulture,,,turkey,Han - Exp 2,62.875,,50.0,65.0,8.600490196078432
997,vulture,,,woodpecker,Han - Exp 2,38.875,,50.0,55.0,9.306372549019608
998,vulture,duck,,turkey,Han - Exp 2,53.5,,80.0,85.0,12.09436274509804
999,vulture,eagle,,canary,Han - Exp 2,43.875,,10.0,70.0,7.998774509803921
1000,vulture,magpie,,woodpecker,Han - Exp 2,51.875,,80.0,85.0,12.345588235294116
1001,vulture,ostrich,,canary,Han - Exp 2,68.33333333333333,,10.0,85.0,8.136029411764707
1002,vulture,parrot,,crow,Han - Exp 2,62.77777777777778,,80.0,85.0,10.764705882352942
1003,vulture,turkey,,heron,Han - Exp 2,51.0,,50.0,70.0,11.432598039215687
1004,wolf,,,beaver,Han - Exp 2,38.96296296296296,,50.0,50.0,7.910087719298246
1005,wolf,,,dog,Han - Exp 2,83.5925925925926,,100.0,95.0,11.146929824561404
1006,wolf,,,elephant,Han - Exp 2,36.333333333333336,,0.0,50.0,7.883771929824562
1007,wolf,,,fox,Han - Exp 2,77.875,,80.0,80.0,11.331140350877194
1008,wolf,,,hedgehog,Han - Exp 2,22.125,,10.0,50.0,7.120614035087719
1009,wolf,,,llama,Han - Exp 2,25.0,,50.0,50.0,8.646929824561404
1010,wolf,,,squirrel,Han - Exp 2,20.4,,10.0,50.0,8.067982456140351
1011,wolf,beaver,,dog,Han - Exp 2,54.375,,100.0,90.0,11.67763157894737
1012,wolf,dromedary,,dog,Han - Exp 2,74.3,,100.0,90.0,11.857456140350877
1013,wolf,dromedary,,llama,Han - Exp 2,57.6,,80.0,85.0,11.462719298245611
1014,wolf,cat,,squirrel,Han - Exp 2,36.2,,50.0,60.0,9.231359649122808
1015,wolf,deer,,hedgehog,Han - Exp 2,52.375,,50.0,65.0,8.110745614035087
1016,wolf,hedgehog,,elephant,Han - Exp 2,38.66666666666666,,10.0,70.0,8.44078947368421
1017,wolf,hippopotamus,,beaver,Han - Exp 2,48.11111111111112,,70.0,70.0,8.634868421052632
1018,wolf,hippopotamus,,dog,Han - Exp 2,74.88888888888889,,100.0,90.0,11.871710526315791
1019,wolf,horse,,fox,Han - Exp 2,77.125,,90.0,85.0,12.384868421052632
1020,wolf,lion,,hedgehog,Han - Exp 2,25.375,,50.0,60.0,7.640350877192983
1021,woodpecker,,,dove,Han - Exp 2,53.53333333333333,,50.0,55.0,10.127450980392156
1022,woodpecker,,,eagle,Han - Exp 2,37.875,,20.0,70.0,9.480392156862743
1023,woodpecker,,,rooster,Han - Exp 2,51.333333333333336,,0.0,55.0,9.15686274509804
1024,woodpecker,,,sparrow,Han - Exp 2,64.18518518518519,,20.0,70.0,9.803921568627452
1025,woodpecker,,,stork,Han - Exp 2,57.66666666666666,,20.0,55.0,8.42156862745098
1026,woodpecker,,,swan,Han - Exp 2,34.2,,10.0,55.0,8.480392156862745
1027,woodpecker,canary,,swan,Han - Exp 2,48.375,,50.0,85.0,8.938725490196079
1028,woodpecker,falcon,,swan,Han - Exp 2,44.0,,50.0,70.0,9.068627450980392
1029,woodpecker,heron,,dove,Han - Exp 2,71.625,,70.0,85.0,10.977941176470589
1030,woodpecker,ostrich,,sparrow,Han - Exp 2,61.9,,80.0,85.0,10.420343137254902
1031,woodpecker,peacock,,rooster,Han - Exp 2,63.77777777777778,,80.0,85.0,11.202205882352942
1032,woodpecker,seagull,,eagle,Han - Exp 2,47.625,,80.0,85.0,10.02328431372549
1033,woodpecker,swan,,sparrow,Han - Exp 2,77.875,,70.0,85.0,10.677696078431373
1034,woodpecker,vulture,,stork,Han - Exp 2,65.11111111111111,,70.0,85.0,9.959558823529411
1035,zebra,,,beaver,Han - Exp 2,23.2,,10.0,50.0,7.754385964912279
1036,zebra,,,cat,Han - Exp 2,18.875,,10.0,55.0,7.701754385964912
1037,zebra,,,donkey,Han - Exp 2,66.25,,80.0,80.0,10.859649122807015
1038,zebra,,,giraffe,Han - Exp 2,53.5,,50.0,55.0,9.964912280701752
1039,zebra,,,hamster,Han - Exp 2,24.8,,0.0,50.0,7.701754385964913
1040,zebra,,,horse,Han - Exp 2,76.05882352941177,,80.0,90.0,12.096491228070176
1041,zebra,,,lion,Han - Exp 2,30.166666666666668,,50.0,50.0,9.307017543859647
1042,zebra,,,llama,Han - Exp 2,56.4,,50.0,55.0,9.912280701754383
1043,zebra,,,mouse,Han - Exp 2,30.22222222222222,,10.0,55.0,7.149122807017544
1044,zebra,beaver,,donkey,Han - Exp 2,58.5,,80.0,70.0,11.526315789473683
1045,zebra,beaver,,horse,Han - Exp 2,60.888888888888886,,80.0,70.0,12.763157894736842
1046,zebra,deer,,lion,Han - Exp 2,61.125,,75.0,60.0,9.702850877192985
1047,zebra,donkey,,horse,Han - Exp 2,88.0,,100.0,90.0,13.177631578947366
1048,zebra,llama,,giraffe,Han - Exp 2,69.25,,80.0,85.0,10.487938596491228
1049,zebra,mouse,,cat,Han - Exp 2,53.125,,80.0,85.0,9.145833333333332
1050,zebra,mouse,,hamster,Han - Exp 2,58.4,,80.0,85.0,12.014254385964913
1051,zebra,rhinoceros,,mouse,Han - Exp 2,34.44444444444444,,10.0,60.0,7.49671052631579
1052,zebra,sheep,,beaver,Han - Exp 2,30.6,,50.0,65.0,8.468201754385966
1053,zebra,sheep,,llama,Han - Exp 2,73.8,,80.0,85.0,10.468201754385966
1054,zeppelin,,,bicycle,Han - Exp 2,30.23529411764705,,0.0,25.0,5.891666666666667
1055,zeppelin,,,bus,Han - Exp 2,37.5,,0.0,40.0,7.225
1056,zeppelin,,,trailer,Han - Exp 2,32.9375,,0.0,40.0,7.025
1057,zeppelin,,,skateboard,Han - Exp 2,29.5,,0.0,20.0,5.591666666666667
1058,zeppelin,,,sled,Han - Exp 2,25.33333333333333,,0.0,30.0,5.758333333333333
1059,zeppelin,airplane,,bicycle,Han - Exp 2,21.428571428571427,,0.0,40.0,6.559722222222222
1060,zeppelin,airplane,,skateboard,Han - Exp 2,34.75,,0.0,40.0,6.593055555555556
1061,zeppelin,carriage,,trailer,Han - Exp 2,57.625,,80.0,65.0,10.206944444444444
1062,zeppelin,cart,,sled,Han - Exp 2,58.0,,50.0,60.0,10.883333333333333
1063,zeppelin,sled,,trailer,Han - Exp 2,53.25,,0.0,60.0,7.9736111111111105
1064,zeppelin,submarine,,trailer,Han - Exp 2,52.0,,0.0,60.0,7.487499999999999
1065,zeppelin,van,,bicycle,Han - Exp 2,53.0,,50.0,60.0,8.211111111111112
1066,zeppelin,van,,bus,Han - Exp 2,57.125,,80.0,80.0,11.544444444444444
