,Premise 1,Premise 2,Premise 3,Conclusion,Argument Group,Phenomenon,Dataset,GPT-3.5,GPT-4
5338,train,,,boat,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5339,gecko,,,crocodile,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5340,adjustable spanner,,,paint brush,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,25.0
5341,owl,,,peacock,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5342,drill,,,wrench,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,60.0
5343,colander,,,whisk,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5344,tiger,,,bison,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,65.0
5345,place mat,,,fork,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5346,piranha,,,sperm whale,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5347,wrench,,,wire brush,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,30.0
5348,stickleback,,,cod,High,Premise-Conclusion Similarity,Giallanza Phenomena,30.0,65.0
5349,polar bear,,,bison,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5350,lizard,,,snake,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5351,wood louse,,,maybug,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5352,wire brush,,,wheelbarrow,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,25.0
5353,fork,,,teaspoon,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,85.0
5354,helicopter,,,hovercraft,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,60.0
5355,knuckle dusters,,,dagger,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5356,stickleback,,,anchovy,High,Premise-Conclusion Similarity,Giallanza Phenomena,50.0,65.0
5357,goldfish,,,sardine,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5358,dromedary,,,cat,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,25.0
5359,trout,,,sole,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,85.0
5360,sparrow,,,seagull,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,85.0
5361,paint brush,,,drill,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,25.0
5362,cow,,,polar bear,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5363,whale,,,herring,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,60.0
5364,hamster,,,bat,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5365,blouse,,,panties,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,60.0
5366,fridge,,,teaspoon,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,20.0
5367,belt,,,panties,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,30.0
5368,hammer,,,anvil,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5369,stickleback,,,cod,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,65.0
5370,nutcracker,,,spatula,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5371,rabbit,,,giraffe,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5372,t-shirt,,,panties,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5373,double bass,,,saxophone,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,40.0
5374,spider,,,beetle,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,70.0
5375,spear,,,canon,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5376,dungarees,,,shoes,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,40.0
5377,hovercraft,,,tractor,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5378,teaspoon,,,whisk,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,40.0
5379,knuckle dusters,,,spear,Low,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,30.0
5380,pan flute,,,banjo,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,40.0
5381,suit,,,pullover,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,60.0
5382,ostrich,,,dove,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,70.0
5383,beetle,,,mosquito,High,Premise-Conclusion Similarity,Giallanza Phenomena,50.0,70.0
5384,dinosaur,,,python,Low,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,40.0
5385,file,,,axe,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,40.0
5386,cat,,,tiger,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,95.0
5387,snake,,,toad,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5388,guitar,,,clarinet,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,40.0
5389,slingshot,,,shield,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5390,cow,,,cat,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5391,pistol,,,knuckle dusters,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,60.0
5392,dagger,,,pistol,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,40.0
5393,bagpipe,,,accordion,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,65.0
5394,banjo,,,bass guitar,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,70.0
5395,monitor lizard,,,blindworm,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,45.0
5396,ostrich,,,robin,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5397,beaver,,,donkey,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5398,dove,,,sparrow,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,85.0
5399,caterpillar,,,wood louse,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5400,shark,,,eel,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,65.0
5401,tram,,,hovercraft,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,30.0
5402,plough,,,shovel,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,85.0
5403,mixer,,,spatula,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,60.0
5404,centipede,,,dragonfly,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5405,shovel,,,saw,High,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,60.0
5406,caiman,,,gecko,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5407,bat,,,beaver,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5408,sole,,,stickleback,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5409,kick scooter,,,go-cart,High,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,65.0
5410,bow,,,machine gun,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,20.0
5411,grinding disc,,,clamp,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5412,herring,,,pike,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,65.0
5413,dromedary,,,kangaroo,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,40.0
5414,carriage,,,jeep,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,60.0
5415,blindworm,,,caiman,Low,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,30.0
5416,heron,,,robin,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,70.0
5417,paint brush,,,plane,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,20.0
5418,socks,,,shoes,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5419,woodpecker,,,stork,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5420,tiger,,,wolf,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,70.0
5421,trailer,,,van,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5422,bowl,,,mug,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5423,grenade,,,club,Low,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,30.0
5424,bowl,,,kettle,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,60.0
5425,drum,,,bassoon,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5426,toad,,,salamander,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,85.0
5427,flee,,,beetle,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5428,iguana,,,monitor lizard,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,85.0
5429,bee,,,moth,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5430,whip,,,grenade,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,20.0
5431,alligator,,,tortoise,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,65.0
5432,can opener,,,scales,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,40.0
5433,scarf,,,pullover,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5434,kangaroo,,,beaver,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5435,cap,,,t-shirt,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5436,fruit fly,,,bumblebee,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,85.0
5437,violin,,,bass guitar,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,60.0
5438,spoon,,,plate,High,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,60.0
5439,trout,,,anchovy,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,70.0
5440,panties,,,socks,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5441,toaster,,,wok,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5442,shirt,,,skirt,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5443,anvil,,,drill,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5444,bazooka,,,bow,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5445,rifle,,,grenade,High,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,40.0
5446,wolf,,,monkey,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5447,bass guitar,,,drum set,High,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,40.0
5448,dove,,,swallow,High,Premise-Conclusion Similarity,Giallanza Phenomena,50.0,85.0
5449,helicopter,,,subway train,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,20.0
5450,viper,,,toad,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,40.0
5451,percolator,,,spoon,Low,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,30.0
5452,lion,,,cow,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,50.0
5453,chameleon,,,dinosaur,Low,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,40.0
5454,tie,,,shoes,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5455,airplane,,,hovercraft,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5456,zebra,,,llama,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5457,skateboard,,,subway train,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,20.0
5458,hedgehog,,,cat,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5459,bowl,,,scales,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5460,wolf,,,zebra,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,50.0
5461,nail,,,grinding disc,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5462,tortoise,,,iguana,High,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,65.0
5463,salamander,,,monitor lizard,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5464,elephant,,,horse,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5465,coat,,,belt,Low,Premise-Conclusion Similarity,Giallanza Phenomena,85.0,45.0
5466,boat,,,kick scooter,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,25.0
5467,bus,,,tractor,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,65.0
5468,can opener,,,apron,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,20.0
5469,double bass,,,triangle,Low,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,20.0
5470,machine gun,,,shield,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,30.0
5471,machine gun,,,bow,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5472,dove,,,canary,Low,Premise-Conclusion Similarity,Giallanza Phenomena,50.0,85.0
5473,bicycle,,,helicopter,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,25.0
5474,piano,,,cello,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5475,toad,,,alligator,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,45.0
5476,hippopotamus,,,bison,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5477,shark,,,piranha,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5478,grater,,,colander,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,60.0
5479,flee,,,caterpillar,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,30.0
5480,bottle,,,mug,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5481,cod,,,squid,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,50.0
5482,knife,,,apron,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,20.0
5483,cuckoo,,,swallow,High,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,70.0
5484,parrot,,,swallow,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,70.0
5485,dagger,,,machine gun,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,20.0
5486,hedgehog,,,bison,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,25.0
5487,synthesizer,,,drum set,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,40.0
5488,rifle,,,double barrelled shotgun,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,85.0
5489,bowl,,,mug,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5490,chisel,,,wire brush,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,40.0
5491,maybug,,,fruit fly,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5492,dragonfly,,,cockroach,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,65.0
5493,nail,,,screwdriver,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5494,tie,,,boots,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5495,caterpillar,,,louse,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,45.0
5496,saw,,,lawn mower,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,60.0
5497,bumblebee,,,fruit fly,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5498,cricket,,,moth,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5499,double barrelled shotgun,,,bazooka,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,30.0
5500,bumblebee,,,flee,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5501,blindworm,,,monitor lizard,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5502,sole,,,swordfish,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5503,wok,,,plate,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,40.0
5504,shorts,,,bathing suit,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5505,canary,,,woodpecker,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,85.0
5506,rocket,,,taxi,Low,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,20.0
5507,toaster,,,place mat,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,20.0
5508,hat,,,t-shirt,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,40.0
5509,oilcan,,,screwdriver,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5510,rifle,,,grenade,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,40.0
5511,pan,,,stove,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5512,colander,,,percolator,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,60.0
5513,cockroach,,,horsefly,High,Premise-Conclusion Similarity,Giallanza Phenomena,50.0,65.0
5514,double barrelled shotgun,,,pistol,High,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,60.0
5515,motorbike,,,jeep,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,65.0
5516,tractor,,,kick scooter,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,25.0
5517,tank,,,spear,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5518,pickaxe,,,wrench,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5519,cat,,,rabbit,Low,Premise-Conclusion Similarity,Giallanza Phenomena,50.0,65.0
5520,plaice,,,flatfish,High,Premise-Conclusion Similarity,Giallanza Phenomena,95.0,95.0
5521,shirt,,,shoes,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,40.0
5522,crow,,,heron,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,65.0
5523,double barrelled shotgun,,,tank,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,30.0
5524,sardine,,,salmon,High,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,85.0
5525,bee,,,fruit fly,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5526,rocket,,,helicopter,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5527,bra,,,dress,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,65.0
5528,teaspoon,,,mug,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,40.0
5529,paint brush,,,file,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,25.0
5530,can opener,,,place mat,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,20.0
5531,van,,,boat,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5532,piranha,,,shark,High,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,70.0
5533,hammer,,,pickaxe,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5534,dromedary,,,deer,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5535,plaice,,,swordfish,High,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,65.0
5536,bee,,,worm,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5537,grenade,,,dagger,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5538,wire brush,,,vacuum cleaner,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5539,teaspoon,,,sieve,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,45.0
5540,cat,,,horse,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5541,panties,,,coat,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,20.0
5542,dungarees,,,shirt,High,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,60.0
5543,polar bear,,,beaver,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5544,wood louse,,,mosquito,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5545,squid,,,trout,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5546,pants,,,coat,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,60.0
5547,bicycle,,,scooter,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5548,hippopotamus,,,deer,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5549,toaster,,,stove,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,70.0
5550,hamster,,,wolf,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,50.0
5551,flee,,,cockroach,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,60.0
5552,electric kettle,,,pot,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5553,maybug,,,cockroach,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5554,gecko,,,tortoise,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5555,pelican,,,swan,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5556,cod,,,piranha,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5557,caiman,,,alligator,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,90.0
5558,flute,,,clarinet,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,85.0
5559,jeep,,,cart,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,45.0
5560,bagpipe,,,banjo,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5561,coat,,,dungarees,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,65.0
5562,falcon,,,turkey,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5563,nail,,,paint brush,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5564,plane,,,clamp,High,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,30.0
5565,pike,,,swordfish,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5566,tongs,,,rope,Low,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,20.0
5567,slingshot,,,double barrelled shotgun,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,30.0
5568,monkey,,,hedgehog,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,35.0
5569,tiger,,,rhinoceros,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,45.0
5570,pyjamas,,,shorts,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5571,bat,,,wolf,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5572,kettle,,,percolator,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,85.0
5573,hamster,,,squirrel,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,70.0
5574,horse,,,pig,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5575,deer,,,squirrel,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5576,toad,,,caiman,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,40.0
5577,bumblebee,,,bee,High,Premise-Conclusion Similarity,Giallanza Phenomena,100.0,95.0
5578,ant,,,cricket,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5579,knuckle dusters,,,shield,Low,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,30.0
5580,tambourine,,,cymbals,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5581,bat,,,hippopotamus,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,20.0
5582,cricket,,,horsefly,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,70.0
5583,centipede,,,cricket,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5584,top,,,skirt,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5585,saxophone,,,banjo,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,40.0
5586,harmonica,,,flute,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,65.0
5587,monkey,,,polar bear,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5588,harpsichord,,,flute,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5589,club,,,knuckle dusters,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,85.0
5590,beanie,,,jeans,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5591,anvil,,,grinding disc,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,65.0
5592,goldfish,,,ray,High,Premise-Conclusion Similarity,Giallanza Phenomena,50.0,65.0
5593,caiman,,,monitor lizard,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,65.0
5594,plough,,,grinding disc,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5595,suit,,,pyjamas,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,60.0
5596,centipede,,,butterfly,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5597,kangaroo,,,hedgehog,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5598,harp,,,clarinet,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,40.0
5599,nail,,,wheelbarrow,Low,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,25.0
5600,goldfish,,,anchovy,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5601,rifle,,,slingshot,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,40.0
5602,tank,,,bow,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5603,goldfish,,,eel,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,65.0
5604,flute,,,tambourine,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,40.0
5605,helicopter,,,rocket,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,60.0
5606,salamander,,,iguana,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5607,cello,,,trumpet,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,40.0
5608,airplane,,,sled,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5609,blindworm,,,viper,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,70.0
5610,tortoise,,,turtle,High,Premise-Conclusion Similarity,Giallanza Phenomena,95.0,90.0
5611,robin,,,turkey,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,70.0
5612,clamp,,,crowbar,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,65.0
5613,cow,,,bat,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5614,airplane,,,scooter,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5615,donkey,,,squirrel,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,25.0
5616,wasp,,,dragonfly,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5617,fly,,,earwig,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,70.0
5618,plough,,,file,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,25.0
5619,wolf,,,lion,High,Premise-Conclusion Similarity,Giallanza Phenomena,50.0,85.0
5620,piranha,,,swordfish,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5621,vulture,,,peacock,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5622,go-cart,,,sled,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
